author.x	filename.x	author.y	filename.y	same.author	train.set	train.or.test	case.id	answer	author.seen
cfw	1895-cfw-daois:1894-cfw-hc:1873-cfw-tosh	wta	1892-wta-fftr	FALSE	TRUE	train	1895-cfw-daois:1894-cfw-hc:1873-cfw-tosh 1892-wta-fftr	0	TRUE
rwc	1915-rwc-tgp:1917-rwc-trs:1906-rwc-tfc	ew	1917-ew-s	FALSE	TRUE	train	1915-rwc-tgp:1917-rwc-trs:1906-rwc-tfc 1917-ew-s	0	TRUE
tsa	1859-tsa-lg:1854-tsa-tniabr:1851-tsa-ttw	tsa	1853-tsa-tirotith	TRUE	TRUE	train	1859-tsa-lg:1854-tsa-tniabr:1851-tsa-ttw 1853-tsa-tirotith	1	TRUE
mt	1909-mt-efcsvth:1876-mt-ototm:1894-mt-tet	ga	1888-ga-wdmc	FALSE	TRUE	train	1909-mt-efcsvth:1876-mt-ototm:1894-mt-tet 1888-ga-wdmc	0	TRUE
ga	1900-ga-sn:1923-ga-bo:1919-ga-ta	ga	1905-ga-ttt	TRUE	TRUE	train	1900-ga-sn:1923-ga-bo:1919-ga-ta 1905-ga-ttt	1	TRUE
mh	1894-mh-mwws:1878-mh-dyb-nf:1854-mh-a	mh	1880-mh-lipp-nf	TRUE	TRUE	train	1894-mh-mwws:1878-mh-dyb-nf:1854-mh-a 1880-mh-lipp-nf	1	TRUE
tsa	1856-tsa-fan:1851-tsa-wt:1851-tsa-wftw	amd	1913-amd-trhcag	FALSE	TRUE	train	1856-tsa-fan:1851-tsa-wt:1851-tsa-wftw 1913-amd-trhcag	0	TRUE
rwc	1902-rwc-tmop:1917-rwc-trs:1906-rwc-tfc	rwc	1915-rwc-tgp	TRUE	TRUE	train	1902-rwc-tmop:1917-rwc-trs:1906-rwc-tfc 1915-rwc-tgp	1	TRUE
lma	1880-lma-jaj:1893-lma-ct:1884-lma-sws	lma	1879-lma-ajsb	TRUE	TRUE	train	1880-lma-jaj:1893-lma-ct:1884-lma-sws 1879-lma-ajsb	1	TRUE
es	1894-es-e:1906-es-ha:1887-es-mim	wta	1896-wta-fye	FALSE	TRUE	train	1894-es-e:1906-es-ha:1887-es-mim 1896-wta-fye	0	TRUE
ga	1919-ga-ta:1897-ga-psaht:1888-ga-wdmc	mt	1893-mt-ttopw	FALSE	TRUE	train	1919-ga-ta:1897-ga-psaht:1888-ga-wdmc 1893-mt-ttopw	0	TRUE
hm	1905-hm-ham-sh:1920-hm-tpm:1915-hm-tmdm	hm	1909-hm-tgg	TRUE	TRUE	train	1905-hm-ham-sh:1920-hm-tpm:1915-hm-tmdm 1909-hm-tgg	1	TRUE
wta	1868-wta-fof:1870-wta-dad:1864-wta-waw	wta	1856-wta-non	TRUE	TRUE	train	1868-wta-fof:1870-wta-dad:1864-wta-waw 1856-wta-non	1	TRUE
ga	1905-ga-tbitf:1908-ga-tgi:1905-ga-ttt	wta	1860-wta-lbl	FALSE	TRUE	train	1905-ga-tbitf:1908-ga-tgi:1905-ga-ttt 1860-wta-lbl	0	TRUE
wta	1868-wta-fof:1896-wta-tbc-r:1856-wta-non	wta	1894-wta-its	TRUE	TRUE	train	1868-wta-fof:1896-wta-tbc-r:1856-wta-non 1894-wta-its	1	TRUE
mt	1894-mt-tet:1876-mt-ototm:1873-mt-tga-c	sw	1861-sw-tcobh	FALSE	TRUE	train	1894-mt-tet:1876-mt-ototm:1873-mt-tga-c 1861-sw-tcobh	0	TRUE
mt	1907-mt-cfma:1893-mt-ttopw:1880-mt-ata	sw	1876-sw-wh-c	FALSE	TRUE	train	1907-mt-cfma:1893-mt-ttopw:1880-mt-ata 1876-sw-wh-c	0	TRUE
es	1919-es-tpc:1887-es-mim:1892-es-ip	es	1894-es-e	TRUE	TRUE	train	1919-es-tpc:1887-es-mim:1892-es-ip 1894-es-e	1	TRUE
sw	1872-sw-t:1866-sw-twwfe:1860-sw-sas-c	sw	1868-sw-ditf	TRUE	TRUE	train	1872-sw-t:1866-sw-twwfe:1860-sw-sas-c 1868-sw-ditf	1	TRUE
ew	1916-ew-x-sh:1918-ew-tm-sh:1917-ew-s	cfw	1873-cfw-tosh	FALSE	TRUE	train	1916-ew-x-sh:1918-ew-tm-sh:1917-ew-s 1873-cfw-tosh	0	TRUE
mt	1891-mt-tac:1873-mt-tga-c:1893-mt-ttopw	sw	1852-sw-q	FALSE	TRUE	train	1891-mt-tac:1873-mt-tga-c:1893-mt-ttopw 1852-sw-q	0	TRUE
rwc	1907-rwc-tys:1901-rwc-c:1914-rwc-a	rwc	1902-rwc-tmop	TRUE	TRUE	train	1907-rwc-tys:1901-rwc-c:1914-rwc-a 1902-rwc-tmop	1	TRUE
mh	1873-mh-j:1880-mh-lipp-nf:1863-mh-h-ia	mh	1894-mh-mwws	TRUE	TRUE	train	1873-mh-j:1880-mh-lipp-nf:1863-mh-h-ia 1894-mh-mwws	1	TRUE
hm	1911-hm-tcfb:1907-hm-tbm:1915-hm-tmdm	hm	1903-hm-tgc	TRUE	TRUE	train	1911-hm-tcfb:1907-hm-tbm:1915-hm-tmdm 1903-hm-tgc	1	TRUE
mt	1893-mt-ttopw:1876-mt-ototm:1897-mt-fte	mt	1907-mt-cfma	TRUE	TRUE	train	1893-mt-ttopw:1876-mt-ototm:1897-mt-fte 1907-mt-cfma	1	TRUE
rwc	1894-rwc-itq:1915-rwc-tgp:1920-rwc-tlrf	lma	1880-lma-jaj	FALSE	TRUE	train	1894-rwc-itq:1915-rwc-tgp:1920-rwc-tlrf 1880-lma-jaj	0	TRUE
cfw	1882-cfw-a:1873-cfw-tosh:1895-cfw-tfyaois	cfw	1894-cfw-hc	TRUE	TRUE	train	1882-cfw-a:1873-cfw-tosh:1895-cfw-tfyaois 1894-cfw-hc	1	TRUE
amd	1870-amd-ktw:1871-amd-hd:1880-amd-liagc	amd	1883-amd-wkm	TRUE	TRUE	train	1870-amd-ktw:1871-amd-hd:1880-amd-liagc 1883-amd-wkm	1	TRUE
hm	1915-hm-tmdm:1907-hm-tbm:1913-hm-pc	hm	1909-hm-tgg	TRUE	TRUE	train	1915-hm-tmdm:1907-hm-tbm:1913-hm-pc 1909-hm-tgg	1	TRUE
cfw	1880-cfw-rtk:1894-cfw-hc:1873-cfw-tosh	cfw	1882-cfw-a	TRUE	TRUE	train	1880-cfw-rtk:1894-cfw-hc:1873-cfw-tosh 1882-cfw-a	1	TRUE
hm	1903-hm-tgc:1914-hm-taok:1907-hm-tbm	cfw	1880-cfw-rtk	FALSE	TRUE	train	1903-hm-tgc:1914-hm-taok:1907-hm-tbm 1880-cfw-rtk	0	TRUE
es	1892-es-ip:1887-es-mim:1919-es-tpc	es	1894-es-e	TRUE	TRUE	train	1892-es-ip:1887-es-mim:1919-es-tpc 1894-es-e	1	TRUE
tsa	1856-tsa-fan:1890-tsa-absal:1860-tsa-tah	tsa	1852-tsa-ml	TRUE	TRUE	train	1856-tsa-fan:1890-tsa-absal:1860-tsa-tah 1852-tsa-ml	1	TRUE
cdw	1872-cdw-bs:1880-cdw-mwotn:1872-cdw-s	lma	1893-lma-ct	FALSE	TRUE	train	1872-cdw-bs:1880-cdw-mwotn:1872-cdw-s 1893-lma-ct	0	TRUE
ga	1888-ga-wdmc:1919-ga-ta:1900-ga-sn	cdw	1881-cdw-wi-2	FALSE	TRUE	train	1888-ga-wdmc:1919-ga-ta:1900-ga-sn 1881-cdw-wi-2	0	TRUE
mh	1863-mh-h-ia:1899-mh-wgwn:1909-mh-tsoall-a	mh	1878-mh-dyb-nf	TRUE	TRUE	train	1863-mh-h-ia:1899-mh-wgwn:1909-mh-tsoall-a 1878-mh-dyb-nf	1	TRUE
mh	1880-mh-lipp-nf:1884-mh-mhcfb-nf:1863-mh-h-ia	sw	1882-sw-n	FALSE	TRUE	train	1880-mh-lipp-nf:1884-mh-mhcfb-nf:1863-mh-h-ia 1882-sw-n	0	TRUE
wta	1856-wta-non:1867-wta-ba:1870-wta-pap	wta	1894-wta-ab	TRUE	TRUE	train	1856-wta-non:1867-wta-ba:1870-wta-pap 1894-wta-ab	1	TRUE
ga	1898-ga-tc:1922-ga-sf:1919-ga-ta	wdh	1908-wdh-rhao	FALSE	TRUE	train	1898-ga-tc:1922-ga-sf:1919-ga-ta 1908-wdh-rhao	0	TRUE
sw	1872-sw-t:1871-sw-thit:1884-sw-arw	hm	1913-hm-pc	FALSE	TRUE	train	1872-sw-t:1871-sw-thit:1884-sw-arw 1913-hm-pc	0	TRUE
ga	1905-ga-tbitf:1919-ga-ta:1921-ga-sil	cfw	1873-cfw-tosh	FALSE	TRUE	train	1905-ga-tbitf:1919-ga-ta:1921-ga-sil 1873-cfw-tosh	0	TRUE
ga	1898-ga-tvr:1889-ga-hs:1902-ga-tc	cfw	1880-cfw-rtk	FALSE	TRUE	train	1898-ga-tvr:1889-ga-hs:1902-ga-tc 1880-cfw-rtk	0	TRUE
cdw	1872-cdw-s:1881-cdw-cjs:1881-cdw-wi-2	cdw	1877-cdw-bab	TRUE	TRUE	train	1872-cdw-s:1881-cdw-cjs:1881-cdw-wi-2 1877-cdw-bab	1	TRUE
mt	1876-mt-ototm:1889-mt-acyikac:1907-mt-cfma	cfw	1882-cfw-a	FALSE	TRUE	train	1876-mt-ototm:1889-mt-acyikac:1907-mt-cfma 1882-cfw-a	0	TRUE
rwc	1902-rwc-tmaa:1915-rwc-wgt:1907-rwc-tys	wdh	1884-wdh-trpsl	FALSE	TRUE	train	1902-rwc-tmaa:1915-rwc-wgt:1907-rwc-tys 1884-wdh-trpsl	0	TRUE
es	1888-es-e:1906-es-ha:1909-es-dotr	cdw	1877-cdw-bab	FALSE	TRUE	train	1888-es-e:1906-es-ha:1909-es-dotr 1877-cdw-bab	0	TRUE
hm	1910-hm-sh:1922-hm-tre-ia:1909-hm-tgg	hm	1911-hm-tcfb	TRUE	TRUE	train	1910-hm-sh:1922-hm-tre-ia:1909-hm-tgg 1911-hm-tcfb	1	TRUE
wta	1896-wta-tbc-r:1865-wta-tyl:1867-wta-saf	wta	1896-wta-fye	TRUE	TRUE	train	1896-wta-tbc-r:1865-wta-tyl:1867-wta-saf 1896-wta-fye	1	TRUE
wta	1866-wta-haw:1868-wta-dtr:1894-wta-ab	amd	1867-amd-sd	FALSE	TRUE	train	1866-wta-haw:1868-wta-dtr:1894-wta-ab 1867-amd-sd	0	TRUE
sw	1860-sw-sas-c:1877-sw-pn-?:1877-sw-d	cfw	1894-cfw-hc	FALSE	TRUE	train	1860-sw-sas-c:1877-sw-pn-?:1877-sw-d 1894-cfw-hc	0	TRUE
hm	1915-hm-tmdm:1915-hm-tvitf:1910-hm-sh	hm	1922-hm-tre-ia	TRUE	TRUE	train	1915-hm-tmdm:1915-hm-tvitf:1910-hm-sh 1922-hm-tre-ia	1	TRUE
amd	1880-amd-liagc:1889-amd-amaae:1874-amd-sd	wdh	1867-wdh-ij	FALSE	TRUE	train	1880-amd-liagc:1889-amd-amaae:1874-amd-sd 1867-wdh-ij	0	TRUE
tsa	1868-tsa-ats:1852-tsa-hhalp:1875-tsa-dowithoaf	tsa	1859-tsa-tacoah	TRUE	TRUE	train	1868-tsa-ats:1852-tsa-hhalp:1875-tsa-dowithoaf 1859-tsa-tacoah	1	TRUE
mh	1875-mh-blat-nf:1880-mh-csith-nf:1880-mh-lipp-nf	mh	1884-mh-mhcfb-nf	TRUE	TRUE	train	1875-mh-blat-nf:1880-mh-csith-nf:1880-mh-lipp-nf 1884-mh-mhcfb-nf	1	TRUE
tsa	1851-tsa-ttw:1860-tsa-tah:1873-tsa-ca	wta	1856-wta-non	FALSE	TRUE	train	1851-tsa-ttw:1860-tsa-tah:1873-tsa-ca 1856-wta-non	0	TRUE
mh	1880-mh-csith-nf:1884-mh-mhcfb-nf:1909-mh-tsoall-a	mh	1875-mh-blat-nf	TRUE	TRUE	train	1880-mh-csith-nf:1884-mh-mhcfb-nf:1909-mh-tsoall-a 1875-mh-blat-nf	1	TRUE
hm	1915-hm-tvitf:1909-hm-tgg:1913-hm-pc	ga	1888-ga-wdmc	FALSE	TRUE	train	1915-hm-tvitf:1909-hm-tgg:1913-hm-pc 1888-ga-wdmc	0	TRUE
rwc	1912-rwc-tbol:1906-rwc-tfc:1895-rwc-tkiy	hm	1913-hm-pc	FALSE	TRUE	train	1912-rwc-tbol:1906-rwc-tfc:1895-rwc-tkiy 1913-hm-pc	0	TRUE
sw	1879-sw-md:1850-sw-www:1860-sw-sas-v2-c	sw	1877-sw-pn-?	TRUE	TRUE	train	1879-sw-md:1850-sw-www:1860-sw-sas-v2-c 1877-sw-pn-?	1	TRUE
es	1884-es-b:1906-es-ha:1919-es-tpc	es	1888-es-e	TRUE	TRUE	train	1884-es-b:1906-es-ha:1919-es-tpc 1888-es-e	1	TRUE
cfw	1882-cfw-a:1880-cfw-rtk:1895-cfw-tfyaois	cfw	1873-cfw-tosh	TRUE	TRUE	train	1882-cfw-a:1880-cfw-rtk:1895-cfw-tfyaois 1873-cfw-tosh	1	TRUE
wta	1867-wta-ba:1868-wta-osb:1860-wta-lbl	wta	1876-wta-ltf	TRUE	TRUE	train	1867-wta-ba:1868-wta-osb:1860-wta-lbl 1876-wta-ltf	1	TRUE
sw	1882-sw-n:1871-sw-o:1861-sw-tcobh	tsa	1851-tsa-tlasorl	FALSE	TRUE	train	1882-sw-n:1871-sw-o:1861-sw-tcobh 1851-tsa-tlasorl	0	TRUE
es	1906-es-ha:1887-es-mim:1892-es-ip	rwc	1918-rwc-tmw	FALSE	TRUE	train	1906-es-ha:1887-es-mim:1892-es-ip 1918-rwc-tmw	0	TRUE
mt	1876-mt-ototm:1889-mt-acyikac:1897-mt-fte	mt	1880-mt-ata	TRUE	TRUE	train	1876-mt-ototm:1889-mt-acyikac:1897-mt-fte 1880-mt-ata	1	TRUE
amd	1909-amd-algiop:1875-amd-da:1890-amd-algiop	amd	1866-amd-it	TRUE	TRUE	train	1909-amd-algiop:1875-amd-da:1890-amd-algiop 1866-amd-it	1	TRUE
rwc	1911-rwc-j:1894-rwc-itq:1919-rwc-tct	sw	1860-sw-sas-c	FALSE	TRUE	train	1911-rwc-j:1894-rwc-itq:1919-rwc-tct 1860-sw-sas-c	0	TRUE
amd	1905-amd-algiosf:1875-amd-da:1874-amd-sd	amd	1867-amd-sd	TRUE	TRUE	train	1905-amd-algiosf:1875-amd-da:1874-amd-sd 1867-amd-sd	1	TRUE
ew	1918-ew-tm-sh:1917-ew-s:1916-ew-x-sh	mh	1909-mh-tsoall-a	FALSE	TRUE	train	1918-ew-tm-sh:1917-ew-s:1916-ew-x-sh 1909-mh-tsoall-a	0	TRUE
tsa	1859-tsa-lg:1851-tsa-ttw:1865-tsa-nbm	tsa	1856-tsa-fan	TRUE	TRUE	train	1859-tsa-lg:1851-tsa-ttw:1865-tsa-nbm 1856-tsa-fan	1	TRUE
cdw	1872-cdw-s:1877-cdw-bab:1881-cdw-cjs	wdh	1893-wdh-tcob	FALSE	TRUE	train	1872-cdw-s:1877-cdw-bab:1881-cdw-cjs 1893-wdh-tcob	0	TRUE
amd	1896-amd-algiony:1870-amd-ktw:1914-amd-tgamm	amd	1874-amd-sd	TRUE	TRUE	train	1896-amd-algiony:1870-amd-ktw:1914-amd-tgamm 1874-amd-sd	1	TRUE
tsa	1865-tsa-nbm:1873-tsa-ca:1860-tsa-tah	wta	1870-wta-pap	FALSE	TRUE	train	1865-tsa-nbm:1873-tsa-ca:1860-tsa-tah 1870-wta-pap	0	TRUE
ga	1889-ga-hs:1906-ga-r:1898-ga-tvr	rwc	1907-rwc-tys	FALSE	TRUE	train	1889-ga-hs:1906-ga-r:1898-ga-tvr 1907-rwc-tys	0	TRUE
wdh	1907-wdh-tteotn:1890-wdh-abt:1886-wdh-tmc	wdh	1892-wdh-tqom	TRUE	TRUE	train	1907-wdh-tteotn:1890-wdh-abt:1886-wdh-tmc 1892-wdh-tqom	1	TRUE
hm	1912-hm-tpoh:1922-hm-tre-ia:1909-hm-tgg	hm	1911-hm-tcfb	TRUE	TRUE	train	1912-hm-tpoh:1922-hm-tre-ia:1909-hm-tgg 1911-hm-tcfb	1	TRUE
cfw	1894-cfw-hc:1880-cfw-rtk:1873-cfw-tosh	lma	1884-lma-sws	FALSE	TRUE	train	1894-cfw-hc:1880-cfw-rtk:1873-cfw-tosh 1884-lma-sws	0	TRUE
cdw	1872-cdw-bs:1880-cdw-mwotn:1881-cdw-wi-2	rwc	1913-rwc-qa	FALSE	TRUE	train	1872-cdw-bs:1880-cdw-mwotn:1881-cdw-wi-2 1913-rwc-qa	0	TRUE
wta	1868-wta-osb:1896-wta-tbc-r:1867-wta-ba	amd	1889-amd-amaae	FALSE	TRUE	train	1868-wta-osb:1896-wta-tbc-r:1867-wta-ba 1889-amd-amaae	0	TRUE
ew	1916-ew-x-sh:1918-ew-tm-sh:1917-ew-s	amd	1912-amd-tcitlorh	FALSE	TRUE	train	1916-ew-x-sh:1918-ew-tm-sh:1917-ew-s 1912-amd-tcitlorh	0	TRUE
hm	1911-hm-tcfb:1915-hm-tvitf:1905-hm-ham-sh	mh	1880-mh-csith-nf	FALSE	TRUE	train	1911-hm-tcfb:1915-hm-tvitf:1905-hm-ham-sh 1880-mh-csith-nf	0	TRUE
rwc	1902-rwc-tmaa:1904-rwc-tr:1915-rwc-tgp	rwc	1901-rwc-c	TRUE	TRUE	train	1902-rwc-tmaa:1904-rwc-tr:1915-rwc-tgp 1901-rwc-c	1	TRUE
amd	1884-amd-ootw:1909-amd-hgt:1909-amd-algiop	ga	1907-ga-a	FALSE	TRUE	train	1884-amd-ootw:1909-amd-hgt:1909-amd-algiop 1907-ga-a	0	TRUE
lma	1887-lma-agfg:1854-lma-ff:1884-lma-sws	wdh	1885-wdh-is	FALSE	TRUE	train	1887-lma-agfg:1854-lma-ff:1884-lma-sws 1885-wdh-is	0	TRUE
rwc	1902-rwc-tmaa:1895-rwc-tkiy:1914-rwc-a	wta	1894-wta-its	FALSE	TRUE	train	1902-rwc-tmaa:1895-rwc-tkiy:1914-rwc-a 1894-wta-its	0	TRUE
es	1892-es-ip:1884-es-b:1906-es-ha	cfw	1895-cfw-tfyaois	FALSE	TRUE	train	1892-es-ip:1884-es-b:1906-es-ha 1895-cfw-tfyaois	0	TRUE
wta	1860-wta-lbl:1894-wta-its:1868-wta-osb	cfw	1873-cfw-tosh	FALSE	TRUE	train	1860-wta-lbl:1894-wta-its:1868-wta-osb 1873-cfw-tosh	0	TRUE
wta	1893-wta-avu:1866-wta-hah:1867-wta-ba	wta	1870-wta-pap	TRUE	TRUE	train	1893-wta-avu:1866-wta-hah:1867-wta-ba 1870-wta-pap	1	TRUE
tsa	1851-tsa-lilfawwrt:1859-tsa-tacoah:1852-tsa-ml	tsa	1860-tsa-tah	TRUE	TRUE	train	1851-tsa-lilfawwrt:1859-tsa-tacoah:1852-tsa-ml 1860-tsa-tah	1	TRUE
ew	1916-ew-k-sh:1907-ew-tfott:1897-ew-tdof	ew	1919-ew-m	TRUE	FALSE	test	1916-ew-k-sh:1907-ew-tfott:1897-ew-tdof 1919-ew-m	1	TRUE
cfw	1883-cfw-ftm:1889-cfw-jl:1875-cfw-cn	hj	1899-hj-taa	FALSE	FALSE	test	1883-cfw-ftm:1889-cfw-jl:1875-cfw-cn 1899-hj-taa	0	TRUE
us	1918-us-jh:1908-us-tmc:1913-us-dg	cdw	1878-cdw-hikab	FALSE	FALSE	test	1918-us-jh:1908-us-tmc:1913-us-dg 1878-cdw-hikab	0	TRUE
hj	1917-hj-tit:1898-hj-ttm:1886-hj-tb	lma	1864-lma-m	FALSE	FALSE	test	1917-hj-tit:1898-hj-ttm:1886-hj-tb 1864-lma-m	0	TRUE
lma	1877-lma-amm:1872-lma-ss:1864-lma-opdaot	lma	1864-lma-m	TRUE	FALSE	test	1877-lma-amm:1872-lma-ss:1864-lma-opdaot 1864-lma-m	1	TRUE
rwc	1915-rwc-b:1912-rwc-tsoa:1918-rwc-tlg	rwc	1904-rwc-isotu	TRUE	FALSE	test	1915-rwc-b:1912-rwc-tsoa:1918-rwc-tlg 1904-rwc-isotu	1	TRUE
mt	1874-mt-lotm:1906-mt-cfma:1916-mt-tms	mt	1909-mt-isd	TRUE	FALSE	test	1874-mt-lotm:1906-mt-cfma:1916-mt-tms 1909-mt-isd	1	TRUE
us	1914-us-sm:1922-us-tcmc:1903-us-tjoas	espw	1887-espw-jtf	FALSE	FALSE	test	1914-us-sm:1922-us-tcmc:1903-us-tjoas 1887-espw-jtf	0	FALSE
cdw	1876-cdw-itl:1891-cdw-oi:1889-cdw-sths	cdw	1894-cdw-tgh	TRUE	FALSE	test	1876-cdw-itl:1891-cdw-oi:1889-cdw-sths 1894-cdw-tgh	1	TRUE
lma	1864-lma-m:1867-lma-tagomtt:1882-lma-ajsb-v6	lma	1868-lma-lw	TRUE	FALSE	test	1864-lma-m:1867-lma-tagomtt:1882-lma-ajsb-v6 1868-lma-lw	1	TRUE
wta	1866-wta-bos:1895-wta-alae:1876-wta-vao	fmc	1901-fmc-m	FALSE	FALSE	test	1866-wta-bos:1895-wta-alae:1876-wta-vao 1901-fmc-m	0	TRUE
fmc	1898-fmc-vc:1885-fmc-tcotk:1895-fmc-t	us	1903-us-og	FALSE	FALSE	test	1898-fmc-vc:1885-fmc-tcotk:1895-fmc-t 1903-us-og	0	FALSE
fmc	1893-fmc-md:1885-fmc-atoalp:1898-fmc-ari	fmc	1884-fmc-aap	TRUE	FALSE	test	1893-fmc-md:1885-fmc-atoalp:1898-fmc-ari 1884-fmc-aap	1	FALSE
es	1889-es-atg:1905-es-tpoe:1888-es-ttatv	es	1913-es-tm	TRUE	FALSE	test	1889-es-atg:1905-es-tpoe:1888-es-ttatv 1913-es-tm	1	TRUE
rwc	1911-rwc-tgr:1910-rwc-ap:1922-rwc-tfj	hbs	1871-hbs-ofs	FALSE	FALSE	test	1911-rwc-tgr:1910-rwc-ap:1922-rwc-tfj 1871-hbs-ofs	0	TRUE
hj	1911-hj-to:1880-hj-ws:1878-hj-aie	ew	1903-ew-ivatg	FALSE	FALSE	test	1911-hj-to:1880-hj-ws:1878-hj-aie 1903-ew-ivatg	0	TRUE
espw	1904-espw-t:1866-espw-gcj:1866-espw-gb	cdw	1891-cdw-oi	FALSE	FALSE	test	1904-espw-t:1866-espw-gcj:1866-espw-gb 1891-cdw-oi	0	TRUE
us	1903-us-ach:1908-us-tmc:1903-us-tjoas	us	1914-us-sm	TRUE	FALSE	test	1903-us-ach:1908-us-tmc:1903-us-tjoas 1914-us-sm	1	FALSE
lma	1882-lma-ajsb-v6:1877-lma-amm:1864-lma-opdaot	rwc	1909-rwc-tdm	FALSE	FALSE	test	1882-lma-ajsb-v6:1877-lma-amm:1864-lma-opdaot 1909-rwc-tdm	0	TRUE
rwc	1910-rwc-ap:1900-rwc-taoamm:1906-rwc-ttolp	rwc	1909-rwc-tdm	TRUE	FALSE	test	1910-rwc-ap:1900-rwc-taoamm:1906-rwc-ttolp 1909-rwc-tdm	1	TRUE
cdw	1897-cdw-tpfwsw:1891-cdw-oi:1878-cdw-hikab	ab	1916-ab-tp	FALSE	FALSE	test	1897-cdw-tpfwsw:1891-cdw-oi:1878-cdw-hikab 1916-ab-tp	0	TRUE
rwc	1922-rwc-tfj:1900-rwc-taoamm:1911-rwc-tcl	espw	1866-espw-gsar	FALSE	FALSE	test	1922-rwc-tfj:1900-rwc-taoamm:1911-rwc-tcl 1866-espw-gsar	0	TRUE
cfw	1895-cfw-mcac:1875-cfw-cn:1883-cfw-ftm	hbs	1886-hbs-tsw	FALSE	FALSE	test	1895-cfw-mcac:1875-cfw-cn:1883-cfw-ftm 1886-hbs-tsw	0	TRUE
wta	1868-wta-mob:1863-wta-isao:1884-wta-Sac	espw	1893-espw-dm	FALSE	FALSE	test	1868-wta-mob:1863-wta-isao:1884-wta-Sac 1893-espw-dm	0	TRUE
us	1910-us-sts:1911-us-alp:1908-us-tmc	us	1903-us-og	TRUE	FALSE	test	1910-us-sts:1911-us-alp:1908-us-tmc 1903-us-og	1	FALSE
es	1885-es-tpod:1913-es-tm:1905-es-tpoe	es	1889-es-atg	TRUE	FALSE	test	1885-es-tpod:1913-es-tm:1905-es-tpoe 1889-es-atg	1	TRUE
ew	1897-ew-tdof:1919-ew-m:1913-ew-tcotc	ew	1916-ew-k-sh	TRUE	FALSE	test	1897-ew-tdof:1919-ew-m:1913-ew-tcotc 1916-ew-k-sh	1	TRUE
ab	1916-ab-tp:1899-ab-tt:1895-ab-mgtonel	ab	1884-ab-sbts	TRUE	FALSE	test	1916-ab-tp:1899-ab-tt:1895-ab-mgtonel 1884-ab-sbts	1	FALSE
espw	1871-espw-tsp:1901-espw-a:1866-espw-gcj	espw	1904-espw-t	TRUE	FALSE	test	1871-espw-tsp:1901-espw-a:1866-espw-gcj 1904-espw-t	1	FALSE
us	1922-us-tcmc:1917-us-kc:1906-us-tj	us	1918-us-jh	TRUE	FALSE	test	1922-us-tcmc:1917-us-kc:1906-us-tj 1918-us-jh	1	FALSE
es	1885-es-tpod:1889-es-tptk:1917-es-ow-sh	es	1905-es-tpoe	TRUE	FALSE	test	1885-es-tpod:1889-es-tptk:1917-es-ow-sh 1905-es-tpoe	1	TRUE
