author.x	filename.x	author.y	filename.y	same.author	train.set	train.or.test	case.id	answer	author.seen
mh	1870-mh-al:1884-mh-mhcfb-nf	mh	1899-mh-wgwn	TRUE	TRUE	train	1870-mh-al:1884-mh-mhcfb-nf 1899-mh-wgwn	1	TRUE
tsa	1851-tsa-tlasorl:1852-tsa-trowww	lma	1879-lma-ajsb	FALSE	TRUE	train	1851-tsa-tlasorl:1852-tsa-trowww 1879-lma-ajsb	0	TRUE
lma	1876-lma-rib:1879-lma-ajsb	cfw	1882-cfw-a	FALSE	TRUE	train	1876-lma-rib:1879-lma-ajsb 1882-cfw-a	0	TRUE
sw	1884-sw-arw:1871-sw-thit	sw	1868-sw-ditf	TRUE	TRUE	train	1884-sw-arw:1871-sw-thit 1868-sw-ditf	1	TRUE
es	1894-es-e:1892-es-ip	es	1884-es-b	TRUE	TRUE	train	1894-es-e:1892-es-ip 1884-es-b	1	TRUE
sw	1850-sw-www:1866-sw-twwfe	sw	1871-sw-o	TRUE	TRUE	train	1850-sw-www:1866-sw-twwfe 1871-sw-o	1	TRUE
ga	1898-ga-tc:1898-ga-tvr	tsa	1858-tsa-thbnth	FALSE	TRUE	train	1898-ga-tc:1898-ga-tvr 1858-tsa-thbnth	0	TRUE
mh	1884-mh-mhcfb-nf:1875-mh-blat-nf	mh	1880-mh-csith-nf	TRUE	TRUE	train	1884-mh-mhcfb-nf:1875-mh-blat-nf 1880-mh-csith-nf	1	TRUE
mh	1875-mh-blat-nf:1863-mh-h-ia	ew	1916-ew-x-sh	FALSE	TRUE	train	1875-mh-blat-nf:1863-mh-h-ia 1916-ew-x-sh	0	TRUE
wdh	1867-wdh-vl:1907-wdh-tteotn	wdh	1889-wdh-ahonf-v1	TRUE	TRUE	train	1867-wdh-vl:1907-wdh-tteotn 1889-wdh-ahonf-v1	1	TRUE
hm	1907-hm-tbm:1905-hm-ham-sh	hm	1908-hm-tlotm	TRUE	TRUE	train	1907-hm-tbm:1905-hm-ham-sh 1908-hm-tlotm	1	TRUE
ga	1900-ga-sn:1905-ga-ttt	lma	1880-lma-jaj	FALSE	TRUE	train	1900-ga-sn:1905-ga-ttt 1880-lma-jaj	0	TRUE
lma	1880-lma-jaj:1893-lma-ct	wta	1867-wta-saf	FALSE	TRUE	train	1880-lma-jaj:1893-lma-ct 1867-wta-saf	0	TRUE
es	1892-es-ip:1909-es-dotr	wdh	1893-wdh-tcob	FALSE	TRUE	train	1892-es-ip:1909-es-dotr 1893-wdh-tcob	0	TRUE
lma	1879-lma-ajsb:1889-lma-ll-v3	lma	1880-lma-jaj	TRUE	TRUE	train	1879-lma-ajsb:1889-lma-ll-v3 1880-lma-jaj	1	TRUE
sw	1884-sw-arw:1881-sw-aloc	tsa	1889-tsa-hbe	FALSE	TRUE	train	1884-sw-arw:1881-sw-aloc 1889-tsa-hbe	0	TRUE
wta	1896-wta-fye:1892-wta-fftr	rwc	1917-rwc-trs	FALSE	TRUE	train	1896-wta-fye:1892-wta-fftr 1917-rwc-trs	0	TRUE
wta	1870-wta-dad:1860-wta-lbl	wta	1871-wta-nl	TRUE	TRUE	train	1870-wta-dad:1860-wta-lbl 1871-wta-nl	1	TRUE
cdw	1899-cdw-tf:1881-cdw-cjs	wta	1896-wta-tbc-r	FALSE	TRUE	train	1899-cdw-tf:1881-cdw-cjs 1896-wta-tbc-r	0	TRUE
cdw	1880-cdw-mwotn:1874-cdw-batsot	sw	1871-sw-o	FALSE	TRUE	train	1880-cdw-mwotn:1874-cdw-batsot 1871-sw-o	0	TRUE
es	1909-es-dotr:1887-es-mim	es	1906-es-ha	TRUE	TRUE	train	1909-es-dotr:1887-es-mim 1906-es-ha	1	TRUE
cdw	1899-cdw-tf:1872-cdw-s	cdw	1881-cdw-wi-2	TRUE	TRUE	train	1899-cdw-tf:1872-cdw-s 1881-cdw-wi-2	1	TRUE
wdh	1890-wdh-abt:1897-wdh-soo	wdh	1873-wdh-aca	TRUE	TRUE	train	1890-wdh-abt:1897-wdh-soo 1873-wdh-aca	1	TRUE
lma	1876-lma-rib:1854-lma-ff	lma	1889-lma-ll-v3	TRUE	TRUE	train	1876-lma-rib:1854-lma-ff 1889-lma-ll-v3	1	TRUE
cdw	1877-cdw-bab:1881-cdw-wi-2	cdw	1874-cdw-batsot	TRUE	TRUE	train	1877-cdw-bab:1881-cdw-wi-2 1874-cdw-batsot	1	TRUE
cfw	1895-cfw-tfyaois:1894-cfw-hc	cfw	1873-cfw-tosh	TRUE	TRUE	train	1895-cfw-tfyaois:1894-cfw-hc 1873-cfw-tosh	1	TRUE
es	1891-es-mm:1888-es-e	es	1906-es-ha	TRUE	TRUE	train	1891-es-mm:1888-es-e 1906-es-ha	1	TRUE
cdw	1872-cdw-bs:1881-cdw-wi-2	cdw	1877-cdw-bab	TRUE	TRUE	train	1872-cdw-bs:1881-cdw-wi-2 1877-cdw-bab	1	TRUE
wta	1866-wta-hah:1864-wta-waw	wta	1867-wta-saf	TRUE	TRUE	train	1866-wta-hah:1864-wta-waw 1867-wta-saf	1	TRUE
ew	1918-ew-tm-sh:1916-ew-x-sh	ew	1917-ew-s	TRUE	TRUE	train	1918-ew-tm-sh:1916-ew-x-sh 1917-ew-s	1	TRUE
wdh	1874-wdh-afc:1886-wdh-tmc	mh	1880-mh-lipp-nf	FALSE	TRUE	train	1874-wdh-afc:1886-wdh-tmc 1880-mh-lipp-nf	0	TRUE
amd	1903-amd-hgs:1879-amd-hm	hm	1915-hm-tvitf	FALSE	TRUE	train	1903-amd-hgs:1879-amd-hm 1915-hm-tvitf	0	TRUE
mt	1894-mt-tsa:1909-mt-efcsvth	rwc	1895-rwc-tkiy	FALSE	TRUE	train	1894-mt-tsa:1909-mt-efcsvth 1895-rwc-tkiy	0	TRUE
lma	1884-lma-sws:1876-lma-rib	lma	1879-lma-ajsb	TRUE	TRUE	train	1884-lma-sws:1876-lma-rib 1879-lma-ajsb	1	TRUE
ew	1916-ew-x-sh:1917-ew-s	ew	1918-ew-tm-sh	TRUE	TRUE	train	1916-ew-x-sh:1917-ew-s 1918-ew-tm-sh	1	TRUE
rwc	1914-rwc-a:1912-rwc-tbol	rwc	1919-rwc-tct	TRUE	TRUE	train	1914-rwc-a:1912-rwc-tbol 1919-rwc-tct	1	TRUE
mt	1876-mt-ototm:1909-mt-efcsvth	mt	1873-mt-tga-c	TRUE	TRUE	train	1876-mt-ototm:1909-mt-efcsvth 1873-mt-tga-c	1	TRUE
tsa	1873-tsa-ca:1858-tsa-thbnth	cdw	1874-cdw-batsot	FALSE	TRUE	train	1873-tsa-ca:1858-tsa-thbnth 1874-cdw-batsot	0	TRUE
es	1919-es-tpc:1884-es-b	es	1888-es-e	TRUE	TRUE	train	1919-es-tpc:1884-es-b 1888-es-e	1	TRUE
wta	1866-wta-haw:1894-wta-its	wta	1856-wta-non	TRUE	TRUE	train	1866-wta-haw:1894-wta-its 1856-wta-non	1	TRUE
amd	1909-amd-hgt:1906-amd-ael	ew	1916-ew-x-sh	FALSE	TRUE	train	1909-amd-hgt:1906-amd-ael 1916-ew-x-sh	0	TRUE
ga	1906-ga-r:1919-ga-ta	ga	1921-ga-sil	TRUE	TRUE	train	1906-ga-r:1919-ga-ta 1921-ga-sil	1	TRUE
tsa	1872-tsa-tyiamt:1877-tsa-tsatu	tsa	1859-tsa-tacoah	TRUE	TRUE	train	1872-tsa-tyiamt:1877-tsa-tsatu 1859-tsa-tacoah	1	TRUE
sw	1860-sw-sas-v2-c:1882-sw-n	sw	1850-sw-www	TRUE	TRUE	train	1860-sw-sas-v2-c:1882-sw-n 1850-sw-www	1	TRUE
amd	1870-amd-kar:1870-amd-ktw	es	1894-es-e	FALSE	TRUE	train	1870-amd-kar:1870-amd-ktw 1894-es-e	0	TRUE
hm	1903-hm-tgc:1912-hm-tpoh	cdw	1877-cdw-bab	FALSE	TRUE	train	1903-hm-tgc:1912-hm-tpoh 1877-cdw-bab	0	TRUE
sw	1870-sw-wsc:1866-sw-twwfe	es	1919-es-tpc	FALSE	TRUE	train	1870-sw-wsc:1866-sw-twwfe 1919-es-tpc	0	TRUE
tsa	1877-tsa-tsatu:1852-tsa-trowww	sw	1852-sw-q	FALSE	TRUE	train	1877-tsa-tsatu:1852-tsa-trowww 1852-sw-q	0	TRUE
cdw	1874-cdw-batsot:1899-cdw-tf	cdw	1880-cdw-mwotn	TRUE	TRUE	train	1874-cdw-batsot:1899-cdw-tf 1880-cdw-mwotn	1	TRUE
es	1909-es-dotr:1892-es-ip	mt	1893-mt-ttopw	FALSE	TRUE	train	1909-es-dotr:1892-es-ip 1893-mt-ttopw	0	TRUE
wta	1868-wta-dtr:1870-wta-pap	ga	1893-ga-td	FALSE	TRUE	train	1868-wta-dtr:1870-wta-pap 1893-ga-td	0	TRUE
hm	1913-hm-pc:1920-hm-tpm	hm	1907-hm-tbm	TRUE	TRUE	train	1913-hm-pc:1920-hm-tpm 1907-hm-tbm	1	TRUE
cdw	1899-cdw-tf:1881-cdw-cjs	cdw	1880-cdw-mwotn	TRUE	TRUE	train	1899-cdw-tf:1881-cdw-cjs 1880-cdw-mwotn	1	TRUE
wta	1867-wta-ba:1895-wta-ai	sw	1852-sw-q-v2	FALSE	TRUE	train	1867-wta-ba:1895-wta-ai 1852-sw-q-v2	0	TRUE
ew	1918-ew-tm-sh:1917-ew-s	lma	1893-lma-ct	FALSE	TRUE	train	1918-ew-tm-sh:1917-ew-s 1893-lma-ct	0	TRUE
sw	1884-sw-arw:1872-sw-t	sw	1852-sw-q-v2	TRUE	TRUE	train	1884-sw-arw:1872-sw-t 1852-sw-q-v2	1	TRUE
cdw	1877-cdw-bab:1881-cdw-cjs	cdw	1881-cdw-wi-2	TRUE	TRUE	train	1877-cdw-bab:1881-cdw-cjs 1881-cdw-wi-2	1	TRUE
mt	1909-mt-efcsvth:1897-mt-fte	cfw	1873-cfw-tosh	FALSE	TRUE	train	1909-mt-efcsvth:1897-mt-fte 1873-cfw-tosh	0	TRUE
cdw	1899-cdw-tf:1872-cdw-bs	tsa	1854-tsa-tniabr	FALSE	TRUE	train	1899-cdw-tf:1872-cdw-bs 1854-tsa-tniabr	0	TRUE
sw	1877-sw-d:1880-sw-teoac	hm	1905-hm-tpe	FALSE	TRUE	train	1877-sw-d:1880-sw-teoac 1905-hm-tpe	0	TRUE
rwc	1920-rwc-tlrf:1919-rwc-tct	rwc	1915-rwc-tgp	TRUE	TRUE	train	1920-rwc-tlrf:1919-rwc-tct 1915-rwc-tgp	1	TRUE
rwc	1915-rwc-tgp:1914-rwc-a	cdw	1899-cdw-tf	FALSE	TRUE	train	1915-rwc-tgp:1914-rwc-a 1899-cdw-tf	0	TRUE
sw	1880-sw-teoac:1852-sw-q	sw	1877-sw-pn-?	TRUE	TRUE	train	1880-sw-teoac:1852-sw-q 1877-sw-pn-?	1	TRUE
ew	1918-ew-tm-sh:1917-ew-s	ew	1916-ew-x-sh	TRUE	TRUE	train	1918-ew-tm-sh:1917-ew-s 1916-ew-x-sh	1	TRUE
tsa	1852-tsa-trowww:1890-tsa-absal	tsa	1859-tsa-tacoah	TRUE	TRUE	train	1852-tsa-trowww:1890-tsa-absal 1859-tsa-tacoah	1	TRUE
tsa	1853-tsa-hlas:1889-tsa-hbe	tsa	1858-tsa-thbnth	TRUE	TRUE	train	1853-tsa-hlas:1889-tsa-hbe 1858-tsa-thbnth	1	TRUE
cdw	1880-cdw-mwotn:1881-cdw-wi-2	ew	1918-ew-tm-sh	FALSE	TRUE	train	1880-cdw-mwotn:1881-cdw-wi-2 1918-ew-tm-sh	0	TRUE
wdh	1910-wdh-ii:1877-wdh-aca	wta	1892-wta-fftr	FALSE	TRUE	train	1910-wdh-ii:1877-wdh-aca 1892-wta-fftr	0	TRUE
cdw	1874-cdw-batsot:1899-cdw-tf	cdw	1881-cdw-wi-2	TRUE	TRUE	train	1874-cdw-batsot:1899-cdw-tf 1881-cdw-wi-2	1	TRUE
tsa	1873-tsa-ca:1856-tsa-woc	tsa	1859-tsa-tacoah	TRUE	TRUE	train	1873-tsa-ca:1856-tsa-woc 1859-tsa-tacoah	1	TRUE
es	1913-es-tm:1917-es-ow-sh	es	1885-es-tpod	TRUE	FALSE	test	1913-es-tm:1917-es-ow-sh 1885-es-tpod	1	TRUE
fmc	1893-fmc-kl-v2:1908-fmc-s	rwc	1911-rwc-tgr	FALSE	FALSE	test	1893-fmc-kl-v2:1908-fmc-s 1911-rwc-tgr	0	TRUE
es	1888-es-ttatv:1889-es-tptk	cfw	1874-cfw-tac	FALSE	FALSE	test	1888-es-ttatv:1889-es-tptk 1874-cfw-tac	0	TRUE
hbs	1871-hbs-ofs:1878-hbs-pp	lma	1877-lma-amm	FALSE	FALSE	test	1871-hbs-ofs:1878-hbs-pp 1877-lma-amm	0	TRUE
us	1908-us-tmc:1914-us-sm	us	1922-us-tcmc	TRUE	FALSE	test	1908-us-tmc:1914-us-sm 1922-us-tcmc	1	FALSE
ew	1903-ew-ivatg:1913-ew-tcotc	ew	1897-ew-tdof	TRUE	FALSE	test	1903-ew-ivatg:1913-ew-tcotc 1897-ew-tdof	1	TRUE
es	1888-es-ttatv:1889-es-tptk	es	1905-es-tpoe	TRUE	FALSE	test	1888-es-ttatv:1889-es-tptk 1905-es-tpoe	1	TRUE
ew	1919-ew-m:1897-ew-tdof	hbs	1871-hbs-mwai	FALSE	FALSE	test	1919-ew-m:1897-ew-tdof 1871-hbs-mwai	0	TRUE
lma	1864-lma-m:1872-lma-ss	lma	1885-lma-ll	TRUE	FALSE	test	1864-lma-m:1872-lma-ss 1885-lma-ll	1	TRUE
us	1921-us-tbol:1903-us-og	us	1914-us-sm	TRUE	FALSE	test	1921-us-tbol:1903-us-og 1914-us-sm	1	FALSE
cfw	1874-cfw-tac:1883-cfw-ftm	rwc	1919-rwc-tsos	FALSE	FALSE	test	1874-cfw-tac:1883-cfw-ftm 1919-rwc-tsos	0	TRUE
ab	1922-ab-oc:1921-ab-lig	ab	1910-ab-cn	TRUE	FALSE	test	1922-ab-oc:1921-ab-lig 1910-ab-cn	1	FALSE
haj	1882-haj-bn:1888-haj-bb	ew	1910-ew-tomag	FALSE	FALSE	test	1882-haj-bn:1888-haj-bb 1910-ew-tomag	0	TRUE
wta	1891-wta-sbtu:1870-wta-faf	cdw	1878-cdw-hikab	FALSE	FALSE	test	1891-wta-sbtu:1870-wta-faf 1878-cdw-hikab	0	TRUE
fmc	1907-fmc-tdr:1898-fmc-ari-v2	hbs	1870-hbs-tbc	FALSE	FALSE	test	1907-fmc-tdr:1898-fmc-ari-v2 1870-hbs-tbc	0	FALSE
es	1888-es-ttatv:1907-es-tlotg	hj	1883-hj-rh-v2	FALSE	FALSE	test	1888-es-ttatv:1907-es-tlotg 1883-hj-rh-v2	0	TRUE
lma	1885-lma-ll:1867-lma-tagomtt	ewaoc	1897-ewaoc-tdof	FALSE	FALSE	test	1885-lma-ll:1867-lma-tagomtt 1897-ewaoc-tdof	0	TRUE
hj	1879-hj-dm:1885-hj-altof	hj	1904-hj-tgb	TRUE	FALSE	test	1879-hj-dm:1885-hj-altof 1904-hj-tgb	1	FALSE
us	1922-us-tcmc:1898-us-apom	us	1908-us-tm	TRUE	FALSE	test	1922-us-tcmc:1898-us-apom 1908-us-tm	1	FALSE
cdw	1891-cdw-oi:1897-cdw-tpfwsw	wta	1866-wta-ob	FALSE	FALSE	test	1891-cdw-oi:1897-cdw-tpfwsw 1866-wta-ob	0	TRUE
es	1888-es-ttatv:1889-es-atg	es	1889-es-tptk	TRUE	FALSE	test	1888-es-ttatv:1889-es-atg 1889-es-tptk	1	TRUE
rwc	1897-rwc-l:1911-rwc-tgr	haj	1866-haj-ccc-ia	FALSE	FALSE	test	1897-rwc-l:1911-rwc-tgr 1866-haj-ccc-ia	0	TRUE
cfw	1895-cfw-mcac:1874-cfw-tac	cfw	1889-cfw-jl	TRUE	FALSE	test	1895-cfw-mcac:1874-cfw-tac 1889-cfw-jl	1	TRUE
ab	1921-ab-lig:1910-ab-cn	ab	1896-ab-boat	TRUE	FALSE	test	1921-ab-lig:1910-ab-cn 1896-ab-boat	1	FALSE
espw	1887-espw-jtf:1882-espw-dz	lma	1867-lma-tagomtt	FALSE	FALSE	test	1887-espw-jtf:1882-espw-dz 1867-lma-tagomtt	0	TRUE
mt	1881-mt-tpatp:1869-mt-ia	mt	1909-mt-isd	TRUE	FALSE	test	1881-mt-tpatp:1869-mt-ia 1909-mt-isd	1	TRUE
lma	1882-lma-ajsb-v6:1864-lma-m	hbs	1871-hbs-pawt	FALSE	FALSE	test	1882-lma-ajsb-v6:1864-lma-m 1871-hbs-pawt	0	TRUE
cfw	1889-cfw-jl:1875-cfw-cn	cfw	1874-cfw-tac	TRUE	FALSE	test	1889-cfw-jl:1875-cfw-cn 1874-cfw-tac	1	TRUE
us	1922-us-tcmc:1908-us-tm	us	1903-us-tjoas	TRUE	FALSE	test	1922-us-tcmc:1908-us-tm 1903-us-tjoas	1	FALSE
espw	1894-espw-asl:1893-espw-dm	espw	1889-espw-tsfi	TRUE	FALSE	test	1894-espw-asl:1893-espw-dm 1889-espw-tsfi	1	FALSE
espw	1868-espw-tga:1867-espw-gyatgc	mt	1916-mt-tms	FALSE	FALSE	test	1868-espw-tga:1867-espw-gyatgc 1916-mt-tms	0	TRUE
ew	1903-ew-ivatg:1897-ew-tdof	ew	1919-ew-m	TRUE	FALSE	test	1903-ew-ivatg:1897-ew-tdof 1919-ew-m	1	TRUE
us	1922-us-tcmc:1901-us-km	us	1921-us-tbol	TRUE	FALSE	test	1922-us-tcmc:1901-us-km 1921-us-tbol	1	FALSE
ab	1910-ab-cn:1916-ab-tp	ab	1922-ab-oc	TRUE	FALSE	test	1910-ab-cn:1916-ab-tp 1922-ab-oc	1	FALSE
rwc	1908-rwc-tfl:1915-rwc-b	rwc	1912-rwc-tsoa	TRUE	FALSE	test	1908-rwc-tfl:1915-rwc-b 1912-rwc-tsoa	1	TRUE
cdw	1876-cdw-itl:1878-cdw-hikab	cdw	1889-cdw-sths	TRUE	FALSE	test	1876-cdw-itl:1878-cdw-hikab 1889-cdw-sths	1	TRUE
rwc	1911-rwc-tgr:1897-rwc-l	rwc	1909-rwc-tdm	TRUE	FALSE	test	1911-rwc-tgr:1897-rwc-l 1909-rwc-tdm	1	TRUE
us	1903-us-tjoas:1908-us-tmc	us	1903-us-og	TRUE	FALSE	test	1903-us-tjoas:1908-us-tmc 1903-us-og	1	FALSE
rwc	1919-rwc-tsos:1915-rwc-p	espw	1900-espw-wtg	FALSE	FALSE	test	1919-rwc-tsos:1915-rwc-p 1900-espw-wtg	0	TRUE
cdw	1891-cdw-oi:1876-cdw-itl	cdw	1897-cdw-tpfwsw	TRUE	FALSE	test	1891-cdw-oi:1876-cdw-itl 1897-cdw-tpfwsw	1	TRUE
ab	1907-ab-rm:1922-ab-oc	haj	1869-haj-mtmb	FALSE	FALSE	test	1907-ab-rm:1922-ab-oc 1869-haj-mtmb	0	FALSE
mt	1881-mt-tpatp:1874-mt-lotm	fmc	1896-fmc-c	FALSE	FALSE	test	1881-mt-tpatp:1874-mt-lotm 1896-fmc-c	0	TRUE
rwc	1904-rwc-sm:1897-rwc-l	haj	1905-haj-fftf	FALSE	FALSE	test	1904-rwc-sm:1897-rwc-l 1905-haj-fftf	0	TRUE
mt	1902-mt-adbds:1896-mt-projoa	wta	1866-wta-bos	FALSE	FALSE	test	1902-mt-adbds:1896-mt-projoa 1866-wta-bos	0	TRUE
cdw	1889-cdw-sths:1891-cdw-oi	cdw	1897-cdw-tpfwsw	TRUE	FALSE	test	1889-cdw-sths:1891-cdw-oi 1897-cdw-tpfwsw	1	TRUE
ab	1896-ab-boat:1895-ab-mgtonel	us	1903-us-tjoas	FALSE	FALSE	test	1896-ab-boat:1895-ab-mgtonel 1903-us-tjoas	0	FALSE
lma	1864-lma-m:1867-lma-tagomtt	lma	1877-lma-amm	TRUE	FALSE	test	1864-lma-m:1867-lma-tagomtt 1877-lma-amm	1	TRUE
cfw	1895-cfw-mcac:1884-cfw-ea	fmc	1890-fmc-acmr	FALSE	FALSE	test	1895-cfw-mcac:1884-cfw-ea 1890-fmc-acmr	0	TRUE
fmc	1892-fmc-pg:1893-fmc-kl-v2	fmc	1889-fmc-g	TRUE	FALSE	test	1892-fmc-pg:1893-fmc-kl-v2 1889-fmc-g	1	FALSE
mt	1902-mt-adbds:1881-mt-tpatp	mt	1909-mt-isd	TRUE	FALSE	test	1902-mt-adbds:1881-mt-tpatp 1909-mt-isd	1	TRUE
mt	1906-mt-cfma:1869-mt-ia	es	1907-es-tlotg	FALSE	FALSE	test	1906-mt-cfma:1869-mt-ia 1907-es-tlotg	0	TRUE
es	1889-es-atg:1907-es-tlotg	es	1888-es-ttatv	TRUE	FALSE	test	1889-es-atg:1907-es-tlotg 1888-es-ttatv	1	TRUE
lma	1864-lma-opdaot:1872-lma-ss	lma	1864-lma-m	TRUE	FALSE	test	1864-lma-opdaot:1872-lma-ss 1864-lma-m	1	TRUE
espw	1887-espw-tgb:1907-espw-tldup	haj	1905-haj-fftf	FALSE	FALSE	test	1887-espw-tgb:1907-espw-tldup 1905-haj-fftf	0	FALSE
mt	1906-mt-cfma:1874-mt-lotm	mt	1872-mt-ri	TRUE	FALSE	test	1906-mt-cfma:1874-mt-lotm 1872-mt-ri	1	TRUE
hj	1880-hj-ws:1883-hj-rh	fmc	1885-fmc-tcotk	FALSE	FALSE	test	1880-hj-ws:1883-hj-rh 1885-fmc-tcotk	0	FALSE
rwc	1915-rwc-p:1913-rwc-thc	rwc	1904-rwc-isotu	TRUE	FALSE	test	1915-rwc-p:1913-rwc-thc 1904-rwc-isotu	1	TRUE
mt	1916-mt-tms:1906-mt-cfma	mt	1872-mt-ri	TRUE	FALSE	test	1916-mt-tms:1906-mt-cfma 1872-mt-ri	1	TRUE
fmc	1883-fmc-ars:1883-fmc-tl	fmc	1901-fmc-m	TRUE	FALSE	test	1883-fmc-ars:1883-fmc-tl 1901-fmc-m	1	FALSE
espw	1893-espw-dm:1900-espw-wtg	espw	1871-espw-tsp	TRUE	FALSE	test	1893-espw-dm:1900-espw-wtg 1871-espw-tsp	1	FALSE
us	1918-us-jh:1914-us-sm	us	1910-us-sts	TRUE	FALSE	test	1918-us-jh:1914-us-sm 1910-us-sts	1	FALSE
wta	1870-wta-faf:1883-wta-sh	wta	1884-wta-Sac	TRUE	FALSE	test	1870-wta-faf:1883-wta-sh 1884-wta-Sac	1	TRUE
