author.x	filename.x	author.y	filename.y	same.author	train.set	train.or.test	case.id	answer	author.seen
lma	1887-lma-agfg:1893-lma-ct:1889-lma-ll-v3:1876-lma-rib:1854-lma-ff	wta	1864-wta-waw	FALSE	TRUE	train	1887-lma-agfg:1893-lma-ct:1889-lma-ll-v3:1876-lma-rib:1854-lma-ff 1864-wta-waw	0	TRUE
mh	1863-mh-h-ia:1878-mh-dyb-nf:1884-mh-mhcfb-nf:1870-mh-al:1896-mh-tsoahh	mh	1873-mh-j	TRUE	TRUE	train	1863-mh-h-ia:1878-mh-dyb-nf:1884-mh-mhcfb-nf:1870-mh-al:1896-mh-tsoahh 1873-mh-j	1	TRUE
amd	1908-amd-algios:1879-amd-hm:1867-amd-sd:1907-amd-hgs:1914-amd-tgamm	rwc	1906-rwc-tfc	FALSE	TRUE	train	1908-amd-algios:1879-amd-hm:1867-amd-sd:1907-amd-hgs:1914-amd-tgamm 1906-rwc-tfc	0	TRUE
cfw	1895-cfw-daois:1894-cfw-hc:1882-cfw-a:1880-cfw-rtk:1895-cfw-tfyaois	cfw	1873-cfw-tosh	TRUE	TRUE	train	1895-cfw-daois:1894-cfw-hc:1882-cfw-a:1880-cfw-rtk:1895-cfw-tfyaois 1873-cfw-tosh	1	TRUE
amd	1891-amd-thobh:1900-amd-algiow:1870-amd-kar:1897-amd-hpitw:1889-amd-amaae	mh	1880-mh-lipp-nf	FALSE	TRUE	train	1891-amd-thobh:1900-amd-algiow:1870-amd-kar:1897-amd-hpitw:1889-amd-amaae 1880-mh-lipp-nf	0	TRUE
sw	1884-sw-arw:1856-sw-hots:1864-sw-toh-v2:1871-sw-o:1868-sw-d	sw	1860-sw-sas-c	TRUE	TRUE	train	1884-sw-arw:1856-sw-hots:1864-sw-toh-v2:1871-sw-o:1868-sw-d 1860-sw-sas-c	1	TRUE
wta	1870-wta-dad:1870-wta-pap:1894-wta-ab:1866-wta-haw:1856-wta-non	wta	1892-wta-fftr	TRUE	TRUE	train	1870-wta-dad:1870-wta-pap:1894-wta-ab:1866-wta-haw:1856-wta-non 1892-wta-fftr	1	TRUE
lma	1893-lma-ct:1880-lma-jaj:1854-lma-ff:1887-lma-agfg:1876-lma-rib	es	1884-es-b	FALSE	TRUE	train	1893-lma-ct:1880-lma-jaj:1854-lma-ff:1887-lma-agfg:1876-lma-rib 1884-es-b	0	TRUE
tsa	1865-tsa-nbm:1853-tsa-tirotith:1856-tsa-twg:1855-tsa-tgtc:1889-tsa-hbe	tsa	1853-tsa-hlas	TRUE	TRUE	train	1865-tsa-nbm:1853-tsa-tirotith:1856-tsa-twg:1855-tsa-tgtc:1889-tsa-hbe 1853-tsa-hlas	1	TRUE
lma	1889-lma-ll-v3:1854-lma-ff:1876-lma-rib:1879-lma-ajsb:1893-lma-ct	lma	1880-lma-jaj	TRUE	TRUE	train	1889-lma-ll-v3:1854-lma-ff:1876-lma-rib:1879-lma-ajsb:1893-lma-ct 1880-lma-jaj	1	TRUE
wta	1860-wta-lbl:1866-wta-haw:1870-wta-dad:1871-wta-nl:1856-wta-non	wta	1865-wta-tyl	TRUE	TRUE	train	1860-wta-lbl:1866-wta-haw:1870-wta-dad:1871-wta-nl:1856-wta-non 1865-wta-tyl	1	TRUE
amd	1903-amd-hgs:1874-amd-towwlias:1886-amd-fohh:1873-amd-hn:1867-amd-sd	cfw	1873-cfw-tosh	FALSE	TRUE	train	1903-amd-hgs:1874-amd-towwlias:1886-amd-fohh:1873-amd-hn:1867-amd-sd 1873-cfw-tosh	0	TRUE
hm	1915-hm-tmdm:1913-hm-pc:1905-hm-tpe:1911-hm-tcfb:1915-hm-tvitf	hm	1920-hm-tpm	TRUE	TRUE	train	1915-hm-tmdm:1913-hm-pc:1905-hm-tpe:1911-hm-tcfb:1915-hm-tvitf 1920-hm-tpm	1	TRUE
cfw	1880-cfw-rtk:1894-cfw-hc:1895-cfw-daois:1882-cfw-a:1873-cfw-tosh	sw	1864-sw-mh-v2	FALSE	TRUE	train	1880-cfw-rtk:1894-cfw-hc:1895-cfw-daois:1882-cfw-a:1873-cfw-tosh 1864-sw-mh-v2	0	TRUE
amd	1886-amd-fohh:1897-amd-algola:1912-amd-tcitlorh:1880-amd-liagc:1908-amd-algios	amd	1884-amd-ootw	TRUE	TRUE	train	1886-amd-fohh:1897-amd-algola:1912-amd-tcitlorh:1880-amd-liagc:1908-amd-algios 1884-amd-ootw	1	TRUE
mh	1896-mh-tsoahh:1878-mh-dyb-nf:1899-mh-wgwn:1863-mh-h-ia:1880-mh-csith-nf	amd	1874-amd-towwlias	FALSE	TRUE	train	1896-mh-tsoahh:1878-mh-dyb-nf:1899-mh-wgwn:1863-mh-h-ia:1880-mh-csith-nf 1874-amd-towwlias	0	TRUE
cdw	1872-cdw-s:1899-cdw-tf:1880-cdw-mwotn:1881-cdw-cjs:1877-cdw-bab	amd	1897-amd-ha	FALSE	TRUE	train	1872-cdw-s:1899-cdw-tf:1880-cdw-mwotn:1881-cdw-cjs:1877-cdw-bab 1897-amd-ha	0	TRUE
cfw	1873-cfw-tosh:1895-cfw-daois:1895-cfw-tfyaois:1894-cfw-hc:1880-cfw-rtk	cfw	1882-cfw-a	TRUE	TRUE	train	1873-cfw-tosh:1895-cfw-daois:1895-cfw-tfyaois:1894-cfw-hc:1880-cfw-rtk 1882-cfw-a	1	TRUE
cfw	1873-cfw-tosh:1894-cfw-hc:1895-cfw-tfyaois:1882-cfw-a:1880-cfw-rtk	cfw	1895-cfw-daois	TRUE	TRUE	train	1873-cfw-tosh:1894-cfw-hc:1895-cfw-tfyaois:1882-cfw-a:1880-cfw-rtk 1895-cfw-daois	1	TRUE
rwc	1894-rwc-itq:1913-rwc-qa:1902-rwc-tmaa:1915-rwc-wgt:1918-rwc-tmw	cfw	1895-cfw-tfyaois	FALSE	TRUE	train	1894-rwc-itq:1913-rwc-qa:1902-rwc-tmaa:1915-rwc-wgt:1918-rwc-tmw 1895-cfw-tfyaois	0	TRUE
sw	1876-sw-wh-c:1868-sw-d:1876-sw-tgoc-c:1871-sw-thit:1864-sw-mh-v2	sw	1877-sw-pn	TRUE	TRUE	train	1876-sw-wh-c:1868-sw-d:1876-sw-tgoc-c:1871-sw-thit:1864-sw-mh-v2 1877-sw-pn	1	TRUE
sw	1884-sw-arw:1866-sw-twwfe:1877-sw-d:1872-sw-t:1882-sw-n	sw	1870-sw-wsc	TRUE	TRUE	train	1884-sw-arw:1866-sw-twwfe:1877-sw-d:1872-sw-t:1882-sw-n 1870-sw-wsc	1	TRUE
tsa	1856-tsa-woc:1868-tsa-ats:1851-tsa-lilfawwrt:1889-tsa-hbe:1877-tsa-tsatu	tsa	1856-tsa-fan	TRUE	TRUE	train	1856-tsa-woc:1868-tsa-ats:1851-tsa-lilfawwrt:1889-tsa-hbe:1877-tsa-tsatu 1856-tsa-fan	1	TRUE
wta	1867-wta-saf:1868-wta-osb:1892-wta-fftr:1896-wta-tbc-r:1895-wta-ai	mt	1894-mt-tsa	FALSE	TRUE	train	1867-wta-saf:1868-wta-osb:1892-wta-fftr:1896-wta-tbc-r:1895-wta-ai 1894-mt-tsa	0	TRUE
sw	1860-sw-sas-v2-c:1864-sw-toh:1864-sw-mh-v2:1852-sw-q-v2:1864-sw-toh-v2	sw	1864-sw-mh	TRUE	TRUE	train	1860-sw-sas-v2-c:1864-sw-toh:1864-sw-mh-v2:1852-sw-q-v2:1864-sw-toh-v2 1864-sw-mh	1	TRUE
sw	1882-sw-n:1852-sw-q:1881-sw-aloc:1868-sw-d:1866-sw-twwfe	lma	1880-lma-jaj	FALSE	TRUE	train	1882-sw-n:1852-sw-q:1881-sw-aloc:1868-sw-d:1866-sw-twwfe 1880-lma-jaj	0	TRUE
hm	1908-hm-tlotm:1915-hm-tmdm:1913-hm-pc:1920-hm-tpm:1903-hm-tgc	amd	1909-amd-algiop	FALSE	TRUE	train	1908-hm-tlotm:1915-hm-tmdm:1913-hm-pc:1920-hm-tpm:1903-hm-tgc 1909-amd-algiop	0	TRUE
amd	1880-amd-liagc:1886-amd-fohh:1874-amd-sd:1902-amd-algiod:1901-amd-algino	sw	1877-sw-pn	FALSE	TRUE	train	1880-amd-liagc:1886-amd-fohh:1874-amd-sd:1902-amd-algiod:1901-amd-algino 1877-sw-pn	0	TRUE
cdw	1874-cdw-batsot:1877-cdw-bab:1881-cdw-wi-2:1872-cdw-s:1872-cdw-bs	ga	1900-ga-sn	FALSE	TRUE	train	1874-cdw-batsot:1877-cdw-bab:1881-cdw-wi-2:1872-cdw-s:1872-cdw-bs 1900-ga-sn	0	TRUE
rwc	1902-rwc-tmaa:1901-rwc-c:1915-rwc-tgp:1911-rwc-j:1902-rwc-tmop	ga	1889-ga-hs	FALSE	TRUE	train	1902-rwc-tmaa:1901-rwc-c:1915-rwc-tgp:1911-rwc-j:1902-rwc-tmop 1889-ga-hs	0	TRUE
sw	1860-sw-sas-c:1877-sw-d:1856-sw-hots:1864-sw-toh:1868-sw-d	sw	1864-sw-mh-v2	TRUE	TRUE	train	1860-sw-sas-c:1877-sw-d:1856-sw-hots:1864-sw-toh:1868-sw-d 1864-sw-mh-v2	1	TRUE
cdw	1881-cdw-wi-2:1899-cdw-tf:1872-cdw-bs:1872-cdw-s:1874-cdw-batsot	wdh	1873-wdh-aca	FALSE	TRUE	train	1881-cdw-wi-2:1899-cdw-tf:1872-cdw-bs:1872-cdw-s:1874-cdw-batsot 1873-wdh-aca	0	TRUE
wta	1871-wta-nl:1868-wta-dtr:1867-wta-saf:1871-wta-utb:1895-wta-ai	wta	1870-wta-pap	TRUE	TRUE	train	1871-wta-nl:1868-wta-dtr:1867-wta-saf:1871-wta-utb:1895-wta-ai 1870-wta-pap	1	TRUE
hm	1912-hm-tpoh:1908-hm-tlotm:1911-hm-tcfb:1915-hm-tmdm:1907-hm-tbm	hm	1922-hm-tre-ia	TRUE	TRUE	train	1912-hm-tpoh:1908-hm-tlotm:1911-hm-tcfb:1915-hm-tmdm:1907-hm-tbm 1922-hm-tre-ia	1	TRUE
rwc	1915-rwc-tgp:1894-rwc-itq:1915-rwc-wgt:1896-rwc-tmoc:1906-rwc-tfc	rwc	1918-rwc-tmw	TRUE	TRUE	train	1915-rwc-tgp:1894-rwc-itq:1915-rwc-wgt:1896-rwc-tmoc:1906-rwc-tfc 1918-rwc-tmw	1	TRUE
wdh	1908-wdh-far:1887-wdh-ah:1896-wdh-tlatlh:1910-wdh-ii:1901-wdh-apopl	hm	1907-hm-tbm	FALSE	TRUE	train	1908-wdh-far:1887-wdh-ah:1896-wdh-tlatlh:1910-wdh-ii:1901-wdh-apopl 1907-hm-tbm	0	TRUE
mt	1894-mt-tet:1907-mt-cs:1907-mt-cfma:1889-mt-acyikac:1891-mt-tac	mt	1894-mt-tsa	TRUE	TRUE	train	1894-mt-tet:1907-mt-cs:1907-mt-cfma:1889-mt-acyikac:1891-mt-tac 1894-mt-tsa	1	TRUE
mt	1893-mt-ttopw:1891-mt-tac:1894-mt-tet:1876-mt-ototm:1907-mt-cs	cdw	1881-cdw-wi-2	FALSE	TRUE	train	1893-mt-ttopw:1891-mt-tac:1894-mt-tet:1876-mt-ototm:1907-mt-cs 1881-cdw-wi-2	0	TRUE
wdh	1874-wdh-afc:1890-wdh-abt:1897-wdh-soo:1907-wdh-tteotn:1892-wdh-tqom	ga	1888-ga-wdmc	FALSE	TRUE	train	1874-wdh-afc:1890-wdh-abt:1897-wdh-soo:1907-wdh-tteotn:1892-wdh-tqom 1888-ga-wdmc	0	TRUE
ga	1906-ga-r:1908-ga-tgi:1919-ga-ta:1922-ga-sf:1923-ga-bo	ga	1889-ga-hs	TRUE	TRUE	train	1906-ga-r:1908-ga-tgi:1919-ga-ta:1922-ga-sf:1923-ga-bo 1889-ga-hs	1	TRUE
tsa	1851-tsa-lilfawwrt:1858-tsa-thbnth:1855-tsa-tgtc:1868-tsa-aasaos:1853-tsa-tirotith	tsa	1852-tsa-trowww	TRUE	TRUE	train	1851-tsa-lilfawwrt:1858-tsa-thbnth:1855-tsa-tgtc:1868-tsa-aasaos:1853-tsa-tirotith 1852-tsa-trowww	1	TRUE
wdh	1902-wdh-tfotpb:1881-wdh-dbp:1897-wdh-soo:1909-wdh-sec:1879-wdh-tlofa	wdh	1907-wdh-tteotn	TRUE	TRUE	train	1902-wdh-tfotpb:1881-wdh-dbp:1897-wdh-soo:1909-wdh-sec:1879-wdh-tlofa 1907-wdh-tteotn	1	TRUE
wta	1868-wta-fof:1856-wta-non:1865-wta-tyl:1864-wta-waw:1876-wta-ltf	mt	1880-mt-ata	FALSE	TRUE	train	1868-wta-fof:1856-wta-non:1865-wta-tyl:1864-wta-waw:1876-wta-ltf 1880-mt-ata	0	TRUE
wta	1867-wta-ba:1892-wta-fftr:1868-wta-osb:1871-wta-nl:1895-wta-ai	wta	1868-wta-fof	TRUE	TRUE	train	1867-wta-ba:1892-wta-fftr:1868-wta-osb:1871-wta-nl:1895-wta-ai 1868-wta-fof	1	TRUE
es	1919-es-tpc:1884-es-b:1906-es-ha:1891-es-mm:1887-es-mim	mt	1876-mt-ototm	FALSE	TRUE	train	1919-es-tpc:1884-es-b:1906-es-ha:1891-es-mm:1887-es-mim 1876-mt-ototm	0	TRUE
lma	1854-lma-ff:1884-lma-sws:1889-lma-ll-v3:1879-lma-ajsb:1880-lma-jaj	lma	1893-lma-ct	TRUE	TRUE	train	1854-lma-ff:1884-lma-sws:1889-lma-ll-v3:1879-lma-ajsb:1880-lma-jaj 1893-lma-ct	1	TRUE
hm	1907-hm-tbm:1905-hm-tpe:1912-hm-tpoh:1915-hm-tmdm:1914-hm-taok	cdw	1881-cdw-cjs	FALSE	TRUE	train	1907-hm-tbm:1905-hm-tpe:1912-hm-tpoh:1915-hm-tmdm:1914-hm-taok 1881-cdw-cjs	0	TRUE
rwc	1904-rwc-tr:1895-rwc-tkiy:1914-rwc-a:1912-rwc-tbol:1920-rwc-tlrf	amd	1886-amd-fohh	FALSE	TRUE	train	1904-rwc-tr:1895-rwc-tkiy:1914-rwc-a:1912-rwc-tbol:1920-rwc-tlrf 1886-amd-fohh	0	TRUE
mh	1909-mh-tsoall-a:1873-mh-j:1878-mh-dyb-nf:1880-mh-csith-nf:1875-mh-blat-nf	mh	1894-mh-mwws	TRUE	TRUE	train	1909-mh-tsoall-a:1873-mh-j:1878-mh-dyb-nf:1880-mh-csith-nf:1875-mh-blat-nf 1894-mh-mwws	1	TRUE
hm	1911-hm-tcfb:1922-hm-tre-ia:1910-hm-sh:1905-hm-tpe:1915-hm-tvitf	hm	1905-hm-ham-sh	TRUE	TRUE	train	1911-hm-tcfb:1922-hm-tre-ia:1910-hm-sh:1905-hm-tpe:1915-hm-tvitf 1905-hm-ham-sh	1	TRUE
mh	1880-mh-csith-nf:1873-mh-j:1909-mh-tsoall-a:1854-mh-a:1899-mh-wgwn	mh	1894-mh-mwws	TRUE	TRUE	train	1880-mh-csith-nf:1873-mh-j:1909-mh-tsoall-a:1854-mh-a:1899-mh-wgwn 1894-mh-mwws	1	TRUE
mt	1873-mt-tga-c:1897-mt-fte:1893-mt-ttopw:1889-mt-acyikac:1880-mt-ata	rwc	1894-rwc-itq	FALSE	TRUE	train	1873-mt-tga-c:1897-mt-fte:1893-mt-ttopw:1889-mt-acyikac:1880-mt-ata 1894-rwc-itq	0	TRUE
mh	1863-mh-h-ia:1880-mh-csith-nf:1909-mh-tsoall-a:1884-mh-mhcfb-nf:1870-mh-al	mh	1896-mh-tsoahh	TRUE	TRUE	train	1863-mh-h-ia:1880-mh-csith-nf:1909-mh-tsoall-a:1884-mh-mhcfb-nf:1870-mh-al 1896-mh-tsoahh	1	TRUE
rwc	1901-rwc-c:1917-rwc-trs:1906-rwc-tfc:1902-rwc-tmop:1894-rwc-itq	tsa	1859-tsa-lg	FALSE	TRUE	train	1901-rwc-c:1917-rwc-trs:1906-rwc-tfc:1902-rwc-tmop:1894-rwc-itq 1859-tsa-lg	0	TRUE
es	1894-es-e:1887-es-mim:1919-es-tpc:1909-es-dotr:1906-es-ha	es	1891-es-mm	TRUE	TRUE	train	1894-es-e:1887-es-mim:1919-es-tpc:1909-es-dotr:1906-es-ha 1891-es-mm	1	TRUE
sw	1864-sw-toh-v2:1877-sw-d:1864-sw-mh-v2:1860-sw-sas-c:1871-sw-thit	amd	1907-amd-hgs	FALSE	TRUE	train	1864-sw-toh-v2:1877-sw-d:1864-sw-mh-v2:1860-sw-sas-c:1871-sw-thit 1907-amd-hgs	0	TRUE
sw	1877-sw-pn:1864-sw-toh-v2:1864-sw-mh:1856-sw-hots:1876-sw-wh-c	amd	1883-amd-wkm	FALSE	TRUE	train	1877-sw-pn:1864-sw-toh-v2:1864-sw-mh:1856-sw-hots:1876-sw-wh-c 1883-amd-wkm	0	TRUE
cfw	1895-cfw-daois:1873-cfw-tosh:1880-cfw-rtk:1894-cfw-hc:1895-cfw-tfyaois	mt	1889-mt-acyikac	FALSE	TRUE	train	1895-cfw-daois:1873-cfw-tosh:1880-cfw-rtk:1894-cfw-hc:1895-cfw-tfyaois 1889-mt-acyikac	0	TRUE
mt	1897-mt-fte:1909-mt-efcsvth:1891-mt-tac:1893-mt-ttopw:1880-mt-ata	wdh	1867-wdh-vl	FALSE	TRUE	train	1897-mt-fte:1909-mt-efcsvth:1891-mt-tac:1893-mt-ttopw:1880-mt-ata 1867-wdh-vl	0	TRUE
lma	1876-lma-rib:1887-lma-agfg:1893-lma-ct:1879-lma-ajsb:1889-lma-ll-v3	lma	1880-lma-jaj	TRUE	TRUE	train	1876-lma-rib:1887-lma-agfg:1893-lma-ct:1879-lma-ajsb:1889-lma-ll-v3 1880-lma-jaj	1	TRUE
sw	1866-sw-twwfe:1877-sw-pn:1852-sw-q:1871-sw-thit:1856-sw-hots	cdw	1881-cdw-cjs	FALSE	TRUE	train	1866-sw-twwfe:1877-sw-pn:1852-sw-q:1871-sw-thit:1856-sw-hots 1881-cdw-cjs	0	TRUE
sw	1877-sw-pn-?:1868-sw-d:1860-sw-sas-c:1871-sw-o:1879-sw-md	sw	1864-sw-toh-v2	TRUE	TRUE	train	1877-sw-pn-?:1868-sw-d:1860-sw-sas-c:1871-sw-o:1879-sw-md 1864-sw-toh-v2	1	TRUE
mh	1863-mh-h-ia:1870-mh-al:1909-mh-tsoall-a:1878-mh-dyb-nf:1880-mh-lipp-nf	mh	1884-mh-mhcfb-nf	TRUE	TRUE	train	1863-mh-h-ia:1870-mh-al:1909-mh-tsoall-a:1878-mh-dyb-nf:1880-mh-lipp-nf 1884-mh-mhcfb-nf	1	TRUE
rwc	1901-rwc-c:1920-rwc-tlrf:1902-rwc-tmaa:1912-rwc-tbol:1896-rwc-tmoc	mt	1873-mt-tga-c	FALSE	TRUE	train	1901-rwc-c:1920-rwc-tlrf:1902-rwc-tmaa:1912-rwc-tbol:1896-rwc-tmoc 1873-mt-tga-c	0	TRUE
lma	1889-lma-ll-v3:1879-lma-ajsb:1884-lma-sws:1854-lma-ff:1876-lma-rib	rwc	1894-rwc-itq	FALSE	TRUE	train	1889-lma-ll-v3:1879-lma-ajsb:1884-lma-sws:1854-lma-ff:1876-lma-rib 1894-rwc-itq	0	TRUE
es	1892-es-ip:1906-es-ha:1888-es-e:1884-es-b:1919-es-tpc	es	1894-es-e	TRUE	TRUE	train	1892-es-ip:1906-es-ha:1888-es-e:1884-es-b:1919-es-tpc 1894-es-e	1	TRUE
hm	1905-hm-ham-sh:1922-hm-tre-ia:1913-hm-pc:1903-hm-tgc:1912-hm-tpoh	hm	1905-hm-tpe	TRUE	TRUE	train	1905-hm-ham-sh:1922-hm-tre-ia:1913-hm-pc:1903-hm-tgc:1912-hm-tpoh 1905-hm-tpe	1	TRUE
lma	1880-lma-jaj:1893-lma-ct:1887-lma-agfg:1884-lma-sws:1889-lma-ll-v3	lma	1854-lma-ff	TRUE	TRUE	train	1880-lma-jaj:1893-lma-ct:1887-lma-agfg:1884-lma-sws:1889-lma-ll-v3 1854-lma-ff	1	TRUE
cdw	1881-cdw-wi-2:1881-cdw-cjs:1872-cdw-bs:1874-cdw-batsot:1872-cdw-s	cdw	1880-cdw-mwotn	TRUE	TRUE	train	1881-cdw-wi-2:1881-cdw-cjs:1872-cdw-bs:1874-cdw-batsot:1872-cdw-s 1880-cdw-mwotn	1	TRUE
mt	1907-mt-cfma:1889-mt-acyikac:1873-mt-tga-c:1894-mt-tsa:1897-mt-fte	mt	1907-mt-cs	TRUE	TRUE	train	1907-mt-cfma:1889-mt-acyikac:1873-mt-tga-c:1894-mt-tsa:1897-mt-fte 1907-mt-cs	1	TRUE
tsa	1860-tsa-tah:1875-tsa-dowithoaf:1859-tsa-lg:1853-tsa-hlas:1858-tsa-thbnth	mh	1880-mh-lipp-nf	FALSE	TRUE	train	1860-tsa-tah:1875-tsa-dowithoaf:1859-tsa-lg:1853-tsa-hlas:1858-tsa-thbnth 1880-mh-lipp-nf	0	TRUE
tsa	1875-tsa-dowithoaf:1873-tsa-ca:1852-tsa-ml:1853-tsa-fpotwol:1889-tsa-hbe	tsa	1851-tsa-wt	TRUE	TRUE	train	1875-tsa-dowithoaf:1873-tsa-ca:1852-tsa-ml:1853-tsa-fpotwol:1889-tsa-hbe 1851-tsa-wt	1	TRUE
ga	1907-ga-a:1897-ga-psaht:1898-ga-tvr:1902-ga-tc:1898-ga-tc	sw	1868-sw-d	FALSE	TRUE	train	1907-ga-a:1897-ga-psaht:1898-ga-tvr:1902-ga-tc:1898-ga-tc 1868-sw-d	0	TRUE
lma	1887-lma-agfg:1880-lma-jaj:1884-lma-sws:1876-lma-rib:1879-lma-ajsb	lma	1889-lma-ll-v3	TRUE	TRUE	train	1887-lma-agfg:1880-lma-jaj:1884-lma-sws:1876-lma-rib:1879-lma-ajsb 1889-lma-ll-v3	1	TRUE
cdw	1872-cdw-bs:1899-cdw-tf:1881-cdw-wi-2:1877-cdw-bab:1872-cdw-s	cdw	1874-cdw-batsot	TRUE	TRUE	train	1872-cdw-bs:1899-cdw-tf:1881-cdw-wi-2:1877-cdw-bab:1872-cdw-s 1874-cdw-batsot	1	TRUE
mh	1909-mh-tsoall-a:1875-mh-blat-nf:1894-mh-mwws:1880-mh-csith-nf:1880-mh-lipp-nf	cdw	1899-cdw-tf	FALSE	TRUE	train	1909-mh-tsoall-a:1875-mh-blat-nf:1894-mh-mwws:1880-mh-csith-nf:1880-mh-lipp-nf 1899-cdw-tf	0	TRUE
cdw	1877-cdw-bab:1880-cdw-mwotn:1881-cdw-cjs:1881-cdw-wi-2:1872-cdw-s	ga	1898-ga-tvr	FALSE	TRUE	train	1877-cdw-bab:1880-cdw-mwotn:1881-cdw-cjs:1881-cdw-wi-2:1872-cdw-s 1898-ga-tvr	0	TRUE
wta	1895-wta-ai:1893-wta-avu:1867-wta-saf:1866-wta-haw:1892-wta-fftr	mh	1884-mh-mhcfb-nf	FALSE	TRUE	train	1895-wta-ai:1893-wta-avu:1867-wta-saf:1866-wta-haw:1892-wta-fftr 1884-mh-mhcfb-nf	0	TRUE
ga	1893-ga-td:1916-ga-mb:1905-ga-ttt:1900-ga-sn:1908-ga-tgi	mt	1909-mt-efcsvth	FALSE	TRUE	train	1893-ga-td:1916-ga-mb:1905-ga-ttt:1900-ga-sn:1908-ga-tgi 1909-mt-efcsvth	0	TRUE
mt	1894-mt-tet:1894-mt-tsa:1876-mt-taots:1880-mt-ata:1907-mt-cfma	lma	1854-lma-ff	FALSE	TRUE	train	1894-mt-tet:1894-mt-tsa:1876-mt-taots:1880-mt-ata:1907-mt-cfma 1854-lma-ff	0	TRUE
sw	1864-sw-mh-v2:1871-sw-thit:1860-sw-sas-c:1876-sw-tgoc-c:1861-sw-tcobh	sw	1879-sw-md	TRUE	TRUE	train	1864-sw-mh-v2:1871-sw-thit:1860-sw-sas-c:1876-sw-tgoc-c:1861-sw-tcobh 1879-sw-md	1	TRUE
amd	1906-amd-ael:1914-amd-tgamm:1913-amd-trhcag:1875-amd-da:1905-amd-algiosf	sw	1877-sw-d	FALSE	TRUE	train	1906-amd-ael:1914-amd-tgamm:1913-amd-trhcag:1875-amd-da:1905-amd-algiosf 1877-sw-d	0	TRUE
hm	1911-hm-tcfb:1903-hm-tgc:1905-hm-ham-sh:1920-hm-tpm:1912-hm-tpoh	mt	1889-mt-acyikac	FALSE	TRUE	train	1911-hm-tcfb:1903-hm-tgc:1905-hm-ham-sh:1920-hm-tpm:1912-hm-tpoh 1889-mt-acyikac	0	TRUE
