author.x	filename.x	author.y	filename.y	same.author	train.set	train.or.test	case.id	answer	author.seen
mh	1909-mh-tsoall-a	mh	1894-mh-mwws	TRUE	TRUE	train	1909-mh-tsoall-a 1894-mh-mwws	1	TRUE
wta	1896-wta-tbc-r	cdw	1874-cdw-batsot	FALSE	TRUE	train	1896-wta-tbc-r 1874-cdw-batsot	0	TRUE
cfw	1882-cfw-a	cfw	1873-cfw-tosh	TRUE	TRUE	train	1882-cfw-a 1873-cfw-tosh	1	TRUE
cfw	1882-cfw-a	ga	1922-ga-sf	FALSE	TRUE	train	1882-cfw-a 1922-ga-sf	0	TRUE
tsa	1859-tsa-tacoah	ew	1917-ew-s	FALSE	TRUE	train	1859-tsa-tacoah 1917-ew-s	0	TRUE
tsa	1877-tsa-tsatu	ew	1918-ew-tm-sh	FALSE	TRUE	train	1877-tsa-tsatu 1918-ew-tm-sh	0	TRUE
hm	1915-hm-tmdm	hm	1912-hm-tpoh	TRUE	TRUE	train	1915-hm-tmdm 1912-hm-tpoh	1	TRUE
ga	1888-ga-wdmc	rwc	1912-rwc-tbol	FALSE	TRUE	train	1888-ga-wdmc 1912-rwc-tbol	0	TRUE
amd	1903-amd-hgs	wdh	1881-wdh-dbp	FALSE	TRUE	train	1903-amd-hgs 1881-wdh-dbp	0	TRUE
wdh	1871-wdh-ss	wdh	1907-wdh-btdatd	TRUE	TRUE	train	1871-wdh-ss 1907-wdh-btdatd	1	TRUE
tsa	1856-tsa-woc	tsa	1852-tsa-hhalp	TRUE	TRUE	train	1856-tsa-woc 1852-tsa-hhalp	1	TRUE
cdw	1872-cdw-bs	cdw	1881-cdw-cjs	TRUE	TRUE	train	1872-cdw-bs 1881-cdw-cjs	1	TRUE
cfw	1882-cfw-a	ew	1918-ew-tm-sh	FALSE	TRUE	train	1882-cfw-a 1918-ew-tm-sh	0	TRUE
ew	1918-ew-tm-sh	ew	1917-ew-s	TRUE	TRUE	train	1918-ew-tm-sh 1917-ew-s	1	TRUE
mh	1863-mh-h-ia	mh	1909-mh-tsoall-a	TRUE	TRUE	train	1863-mh-h-ia 1909-mh-tsoall-a	1	TRUE
amd	1883-amd-fgh	amd	1889-amd-amaae	TRUE	TRUE	train	1883-amd-fgh 1889-amd-amaae	1	TRUE
amd	1900-amd-algiow	amd	1883-amd-fgh	TRUE	TRUE	train	1900-amd-algiow 1883-amd-fgh	1	TRUE
wdh	1895-wdh-mlp	mt	1889-mt-acyikac	FALSE	TRUE	train	1895-wdh-mlp 1889-mt-acyikac	0	TRUE
sw	1856-sw-hots	sw	1882-sw-n	TRUE	TRUE	train	1856-sw-hots 1882-sw-n	1	TRUE
wta	1866-wta-hah	wta	1894-wta-ab	TRUE	TRUE	train	1866-wta-hah 1894-wta-ab	1	TRUE
rwc	1902-rwc-tmop	amd	1913-amd-trhcag	FALSE	TRUE	train	1902-rwc-tmop 1913-amd-trhcag	0	TRUE
sw	1864-sw-mh	mh	1896-mh-tsoahh	FALSE	TRUE	train	1864-sw-mh 1896-mh-tsoahh	0	TRUE
ga	1900-ga-sn	ga	1906-ga-r	TRUE	TRUE	train	1900-ga-sn 1906-ga-r	1	TRUE
mt	1897-mt-fte	mt	1907-mt-cfma	TRUE	TRUE	train	1897-mt-fte 1907-mt-cfma	1	TRUE
rwc	1915-rwc-tgp	wta	1895-wta-ai	FALSE	TRUE	train	1915-rwc-tgp 1895-wta-ai	0	TRUE
wta	1870-wta-dad	ew	1918-ew-tm-sh	FALSE	TRUE	train	1870-wta-dad 1918-ew-tm-sh	0	TRUE
ga	1900-ga-sn	cfw	1895-cfw-daois	FALSE	TRUE	train	1900-ga-sn 1895-cfw-daois	0	TRUE
ew	1916-ew-x-sh	ew	1918-ew-tm-sh	TRUE	TRUE	train	1916-ew-x-sh 1918-ew-tm-sh	1	TRUE
sw	1877-sw-pn-?	rwc	1904-rwc-tr	FALSE	TRUE	train	1877-sw-pn-? 1904-rwc-tr	0	TRUE
tsa	1852-tsa-trowww	tsa	1868-tsa-ats	TRUE	TRUE	train	1852-tsa-trowww 1868-tsa-ats	1	TRUE
tsa	1847-tsa-tm-ia	cdw	1880-cdw-mwotn	FALSE	TRUE	train	1847-tsa-tm-ia 1880-cdw-mwotn	0	TRUE
amd	1870-amd-ktw	tsa	1859-tsa-lg	FALSE	TRUE	train	1870-amd-ktw 1859-tsa-lg	0	TRUE
sw	1866-sw-twwfe	rwc	1911-rwc-j	FALSE	TRUE	train	1866-sw-twwfe 1911-rwc-j	0	TRUE
amd	1870-amd-ktw	amd	1876-amd-nkk	TRUE	TRUE	train	1870-amd-ktw 1876-amd-nkk	1	TRUE
wta	1871-wta-utb	mt	1907-mt-cs	FALSE	TRUE	train	1871-wta-utb 1907-mt-cs	0	TRUE
mh	1899-mh-wgwn	ew	1916-ew-x-sh	FALSE	TRUE	train	1899-mh-wgwn 1916-ew-x-sh	0	TRUE
wta	1867-wta-saf	mh	1878-mh-dyb-nf	FALSE	TRUE	train	1867-wta-saf 1878-mh-dyb-nf	0	TRUE
ga	1922-ga-sf	ga	1916-ga-mb	TRUE	TRUE	train	1922-ga-sf 1916-ga-mb	1	TRUE
ew	1916-ew-x-sh	hm	1915-hm-tvitf	FALSE	TRUE	train	1916-ew-x-sh 1915-hm-tvitf	0	TRUE
hm	1908-hm-tlotm	amd	1883-amd-wkm	FALSE	TRUE	train	1908-hm-tlotm 1883-amd-wkm	0	TRUE
cdw	1899-cdw-tf	cdw	1881-cdw-cjs	TRUE	TRUE	train	1899-cdw-tf 1881-cdw-cjs	1	TRUE
rwc	1902-rwc-tmop	rwc	1911-rwc-j	TRUE	TRUE	train	1902-rwc-tmop 1911-rwc-j	1	TRUE
cfw	1880-cfw-rtk	cfw	1895-cfw-tfyaois	TRUE	TRUE	train	1880-cfw-rtk 1895-cfw-tfyaois	1	TRUE
mh	1899-mh-wgwn	mh	1880-mh-lipp-nf	TRUE	TRUE	train	1899-mh-wgwn 1880-mh-lipp-nf	1	TRUE
wta	1893-wta-avu	es	1887-es-mim	FALSE	TRUE	train	1893-wta-avu 1887-es-mim	0	TRUE
wdh	1916-wdh-yomy	sw	1850-sw-www	FALSE	TRUE	train	1916-wdh-yomy 1850-sw-www	0	TRUE
ew	1917-ew-s	lma	1876-lma-rib	FALSE	TRUE	train	1917-ew-s 1876-lma-rib	0	TRUE
ga	1922-ga-sf	cdw	1874-cdw-batsot	FALSE	TRUE	train	1922-ga-sf 1874-cdw-batsot	0	TRUE
ew	1917-ew-s	ew	1916-ew-x-sh	TRUE	TRUE	train	1917-ew-s 1916-ew-x-sh	1	TRUE
es	1892-es-ip	ew	1917-ew-s	FALSE	TRUE	train	1892-es-ip 1917-ew-s	0	TRUE
ga	1908-ga-tgi	ga	1917-ga-tlp	TRUE	TRUE	train	1908-ga-tgi 1917-ga-tlp	1	TRUE
lma	1876-lma-rib	lma	1879-lma-ajsb	TRUE	TRUE	train	1876-lma-rib 1879-lma-ajsb	1	TRUE
ew	1918-ew-tm-sh	wdh	1902-wdh-tk	FALSE	TRUE	train	1918-ew-tm-sh 1902-wdh-tk	0	TRUE
wta	1865-wta-tyl	amd	1876-amd-nkk	FALSE	TRUE	train	1865-wta-tyl 1876-amd-nkk	0	TRUE
wdh	1901-wdh-apopl	wdh	1887-wdh-ah	TRUE	TRUE	train	1901-wdh-apopl 1887-wdh-ah	1	TRUE
cfw	1894-cfw-hc	lma	1854-lma-ff	FALSE	TRUE	train	1894-cfw-hc 1854-lma-ff	0	TRUE
lma	1854-lma-ff	rwc	1894-rwc-itq	FALSE	TRUE	train	1854-lma-ff 1894-rwc-itq	0	TRUE
lma	1879-lma-ajsb	lma	1893-lma-ct	TRUE	TRUE	train	1879-lma-ajsb 1893-lma-ct	1	TRUE
rwc	1904-rwc-tr	wdh	1890-wdh-abt	FALSE	TRUE	train	1904-rwc-tr 1890-wdh-abt	0	TRUE
hm	1909-hm-tgg	hm	1907-hm-tbm	TRUE	TRUE	train	1909-hm-tgg 1907-hm-tbm	1	TRUE
wdh	1895-wdh-mlp	wdh	1874-wdh-afc	TRUE	TRUE	train	1895-wdh-mlp 1874-wdh-afc	1	TRUE
mt	1907-mt-cfma	mt	1873-mt-tga-c	TRUE	TRUE	train	1907-mt-cfma 1873-mt-tga-c	1	TRUE
wdh	1867-wdh-ij	mh	1863-mh-h-ia	FALSE	TRUE	train	1867-wdh-ij 1863-mh-h-ia	0	TRUE
amd	1884-amd-ootw	amd	1881-amd-awi	TRUE	TRUE	train	1884-amd-ootw 1881-amd-awi	1	TRUE
mh	1896-mh-tsoahh	tsa	1853-tsa-fpotwol	FALSE	TRUE	train	1896-mh-tsoahh 1853-tsa-fpotwol	0	TRUE
ew	1913-ew-tcotc	lma	1885-lma-ll	FALSE	FALSE	test	1913-ew-tcotc 1885-lma-ll	0	TRUE
hj	1886-hj-pc	hbs	1854-hbs-smofl	FALSE	FALSE	test	1886-hj-pc 1854-hbs-smofl	0	FALSE
haj	1906-haj-rotr-ph	haj	1888-haj-bb	TRUE	FALSE	test	1906-haj-rotr-ph 1888-haj-bb	1	FALSE
cfw	1874-cfw-tac	cfw	1895-cfw-mcac	TRUE	FALSE	test	1874-cfw-tac 1895-cfw-mcac	1	TRUE
hj	1881-hj-tpoal	hj	1911-hj-to	TRUE	FALSE	test	1881-hj-tpoal 1911-hj-to	1	FALSE
ab	1896-ab-boat	ab	1884-ab-sbts	TRUE	FALSE	test	1896-ab-boat 1884-ab-sbts	1	FALSE
hj	1897-hj-wmk	fmc	1892-fmc-pg	FALSE	FALSE	test	1897-hj-wmk 1892-fmc-pg	0	FALSE
hj	1896-hj-tsop	hj	1902-hj-twotd-v2	TRUE	FALSE	test	1896-hj-tsop 1902-hj-twotd-v2	1	FALSE
wta	1881-wta-utr	wta	1885-wta-sts	TRUE	FALSE	test	1881-wta-utr 1885-wta-sts	1	TRUE
hbs	1855-hbs-tmf	hbs	1873-hbs-wish	TRUE	FALSE	test	1855-hbs-tmf 1873-hbs-wish	1	FALSE
ewaoc	1897-ewaoc-tdof	us	1906-us-tj	FALSE	FALSE	test	1897-ewaoc-tdof 1906-us-tj	0	FALSE
ew	1910-ew-tomag	cfw	1889-cfw-jl	FALSE	FALSE	test	1910-ew-tomag 1889-cfw-jl	0	TRUE
ab	1895-ab-mgtonel	cdw	1894-cdw-tgh	FALSE	FALSE	test	1895-ab-mgtonel 1894-cdw-tgh	0	TRUE
es	1885-es-tpod	es	1889-es-tptk	TRUE	FALSE	test	1885-es-tpod 1889-es-tptk	1	TRUE
fmc	1885-fmc-zamc	fmc	1897-fmc-aroy	TRUE	FALSE	test	1885-fmc-zamc 1897-fmc-aroy	1	FALSE
mh+	1914-mh+-mhce-nf	hbs	1871-hbs-pawt	FALSE	FALSE	test	1914-mh+-mhce-nf 1871-hbs-pawt	0	FALSE
mt	1872-mt-ri	mt	1884-mt-taohf	TRUE	FALSE	test	1872-mt-ri 1884-mt-taohf	1	TRUE
mt	1872-mt-ri	mt	1881-mt-tpatp	TRUE	FALSE	test	1872-mt-ri 1881-mt-tpatp	1	TRUE
es	1888-es-ttatv	es	1907-es-tlotg	TRUE	FALSE	test	1888-es-ttatv 1907-es-tlotg	1	TRUE
espw	1904-espw-t	ewaoc	1897-ewaoc-tdof	FALSE	FALSE	test	1904-espw-t 1897-ewaoc-tdof	0	FALSE
ewaoc	1897-ewaoc-tdof	ab	1896-ab-boat	FALSE	FALSE	test	1897-ewaoc-tdof 1896-ab-boat	0	FALSE
hj	1880-hj-ws	hj	1896-hj-tsop	TRUE	FALSE	test	1880-hj-ws 1896-hj-tsop	1	FALSE
wta	1874-wta-tcw	wta	1864-wta-tsb	TRUE	FALSE	test	1874-wta-tcw 1864-wta-tsb	1	TRUE
es	1917-es-ow-sh	us	1918-us-jh	FALSE	FALSE	test	1917-es-ow-sh 1918-us-jh	0	TRUE
rwc	1911-rwc-tcl	rwc	1919-rwc-tsos	TRUE	FALSE	test	1911-rwc-tcl 1919-rwc-tsos	1	TRUE
us	1920-us-1tsoap	hj	1883-hj-rh	FALSE	FALSE	test	1920-us-1tsoap 1883-hj-rh	0	FALSE
es	1888-es-ttatv	es	1913-es-tm	TRUE	FALSE	test	1888-es-ttatv 1913-es-tm	1	TRUE
hj	1902-hj-twotd-v2	mt	1884-mt-taohf	FALSE	FALSE	test	1902-hj-twotd-v2 1884-mt-taohf	0	TRUE
haj	1895-haj-tdw	haj	1869-haj-pjb	TRUE	FALSE	test	1895-haj-tdw 1869-haj-pjb	1	FALSE
ew	1916-ew-k-sh	ew	1910-ew-tomag	TRUE	FALSE	test	1916-ew-k-sh 1910-ew-tomag	1	TRUE
us	1908-us-tmc	lma	1864-lma-opdaot	FALSE	FALSE	test	1908-us-tmc 1864-lma-opdaot	0	TRUE
es	1917-es-ow-sh	ew	1913-ew-tcotc	FALSE	FALSE	test	1917-es-ow-sh 1913-ew-tcotc	0	TRUE
mt	1884-mt-taohf	fmc	1898-fmc-ari	FALSE	FALSE	test	1884-mt-taohf 1898-fmc-ari	0	TRUE
us	1908-us-tmc	us	1908-us-tm	TRUE	FALSE	test	1908-us-tmc 1908-us-tm	1	FALSE
wta	1855-wta-aa	cfw	1874-cfw-tac	FALSE	FALSE	test	1855-wta-aa 1874-cfw-tac	0	TRUE
mt	1884-mt-taohf	mt	1874-mt-lotm	TRUE	FALSE	test	1884-mt-taohf 1874-mt-lotm	1	TRUE
wta	1884-wta-Sac	espw	1887-espw-jtf	FALSE	FALSE	test	1884-wta-Sac 1887-espw-jtf	0	TRUE
rwc	1904-rwc-sm	rwc	1910-rwc-ap	TRUE	FALSE	test	1904-rwc-sm 1910-rwc-ap	1	TRUE
wta	1869-wta-dtr	wta	1876-wta-vao	TRUE	FALSE	test	1869-wta-dtr 1876-wta-vao	1	TRUE
ewaoc	1897-ewaoc-tdof	mh+	1914-mh+-mhce-nf	FALSE	FALSE	test	1897-ewaoc-tdof 1914-mh+-mhce-nf	0	FALSE
espw	1907-espw-tldup	mt	1909-mt-isd	FALSE	FALSE	test	1907-espw-tldup 1909-mt-isd	0	TRUE
espw	1887-espw-tgb	cdw	1876-cdw-itl	FALSE	FALSE	test	1887-espw-tgb 1876-cdw-itl	0	TRUE
haj	1899-haj-aoatb	es	1889-es-atg	FALSE	FALSE	test	1899-haj-aoatb 1889-es-atg	0	TRUE
lma	1864-lma-opdaot	hbs	1871-hbs-ofs	FALSE	FALSE	test	1864-lma-opdaot 1871-hbs-ofs	0	TRUE
espw	1896-espw-cfal	espw	1895-espw-tsojc	TRUE	FALSE	test	1896-espw-cfal 1895-espw-tsojc	1	FALSE
mh+	1914-mh+-mhce-nf	fmc	1891-fmc-ttf	FALSE	FALSE	test	1914-mh+-mhce-nf 1891-fmc-ttf	0	FALSE
espw	1871-espw-tsp	cdw	1891-cdw-oi	FALSE	FALSE	test	1871-espw-tsp 1891-cdw-oi	0	TRUE
lma	1867-lma-tagomtt	mt	1906-mt-cfma	FALSE	FALSE	test	1867-lma-tagomtt 1906-mt-cfma	0	TRUE
hj	1909-hj-ih	hj	1883-hj-rh-v2	TRUE	FALSE	test	1909-hj-ih 1883-hj-rh-v2	1	FALSE
cfw	1895-cfw-mcac	cfw	1884-cfw-ea	TRUE	FALSE	test	1895-cfw-mcac 1884-cfw-ea	1	TRUE
mt	1906-mt-cfma	mt	1881-mt-tpatp	TRUE	FALSE	test	1906-mt-cfma 1881-mt-tpatp	1	TRUE
espw	1894-espw-asl	espw	1871-espw-tsp	TRUE	FALSE	test	1894-espw-asl 1871-espw-tsp	1	FALSE
haj	1895-haj-tdw	haj	1872-haj-ptf	TRUE	FALSE	test	1895-haj-tdw 1872-haj-ptf	1	FALSE
lma	1885-lma-ll	lma	1877-lma-amm	TRUE	FALSE	test	1885-lma-ll 1877-lma-amm	1	TRUE
hj	1897-hj-wmk	hj	1880-hj-c	TRUE	FALSE	test	1897-hj-wmk 1880-hj-c	1	FALSE
espw	1901-espw-a	ew	1903-ew-ivatg	FALSE	FALSE	test	1901-espw-a 1903-ew-ivatg	0	TRUE
us	1903-us-og	us	1910-us-sts	TRUE	FALSE	test	1903-us-og 1910-us-sts	1	FALSE
haj	1879-haj-tym	hbs	1854-hbs-smofl-v2	FALSE	FALSE	test	1879-haj-tym 1854-hbs-smofl-v2	0	FALSE
ewaoc	1897-ewaoc-tdof	haj	1900-haj-ainy	FALSE	FALSE	test	1897-ewaoc-tdof 1900-haj-ainy	0	FALSE
rwc	1904-rwc-isotu	haj	1892-haj-dfg	FALSE	FALSE	test	1904-rwc-isotu 1892-haj-dfg	0	TRUE
us	1920-us-1tsoap	ew	1907-ew-tfott	FALSE	FALSE	test	1920-us-1tsoap 1907-ew-tfott	0	TRUE
cfw	1895-cfw-mcac	haj	1868-haj-rd	FALSE	FALSE	test	1895-cfw-mcac 1868-haj-rd	0	TRUE
us	1903-us-tjoas	us	1918-us-jh	TRUE	FALSE	test	1903-us-tjoas 1918-us-jh	1	FALSE
ab	1884-ab-sbts	haj	1899-haj-ra	FALSE	FALSE	test	1884-ab-sbts 1899-haj-ra	0	FALSE
mt	1874-mt-lotm	ab	1899-ab-tt	FALSE	FALSE	test	1874-mt-lotm 1899-ab-tt	0	TRUE
wta	1865-wta-waw	wta	1889-wta-wtel	TRUE	FALSE	test	1865-wta-waw 1889-wta-wtel	1	TRUE
ew	1916-ew-k-sh	ew	1897-ew-tdof	TRUE	FALSE	test	1916-ew-k-sh 1897-ew-tdof	1	TRUE
rwc	1897-rwc-l	hbs	1859-hbs-tmw	FALSE	FALSE	test	1897-rwc-l 1859-hbs-tmw	0	TRUE
ab	1921-ab-lig	ab	1917-ab-bn	TRUE	FALSE	test	1921-ab-lig 1917-ab-bn	1	FALSE
hbs	1870-hbs-tbc	lma	1868-lma-lw	FALSE	FALSE	test	1870-hbs-tbc 1868-lma-lw	0	TRUE
ab	1917-ab-bn	ab	1922-ab-oc	TRUE	FALSE	test	1917-ab-bn 1922-ab-oc	1	FALSE
rwc	1897-rwc-l	mh+	1914-mh+-mhce-nf	FALSE	FALSE	test	1897-rwc-l 1914-mh+-mhce-nf	0	TRUE
lma	1864-lma-m	lma	1877-lma-amm	TRUE	FALSE	test	1864-lma-m 1877-lma-amm	1	TRUE
ab	1896-ab-boat	ab	1884-ab-sbts	TRUE	FALSE	test	1896-ab-boat 1884-ab-sbts	1	FALSE
haj	1900-haj-adoh	es	1917-es-ow-sh	FALSE	FALSE	test	1900-haj-adoh 1917-es-ow-sh	0	TRUE
rwc	1904-rwc-isotu	hj	1883-hj-rh-v2	FALSE	FALSE	test	1904-rwc-isotu 1883-hj-rh-v2	0	TRUE
ab	1897-ab-tdohy	hj	1885-hj-gr	FALSE	FALSE	test	1897-ab-tdohy 1885-hj-gr	0	FALSE
es	1913-es-tm	mt	1909-mt-isd	FALSE	FALSE	test	1913-es-tm 1909-mt-isd	0	TRUE
es	1907-es-tlotg	es	1885-es-tpod	TRUE	FALSE	test	1907-es-tlotg 1885-es-tpod	1	TRUE
us	1920-us-1tsoap	ew	1919-ew-m	FALSE	FALSE	test	1920-us-1tsoap 1919-ew-m	0	TRUE
hbs	1859-hbs-tmw	hbs	1854-hbs-smofl-v2	TRUE	FALSE	test	1859-hbs-tmw 1854-hbs-smofl-v2	1	FALSE
wta	1855-wta-aa	mh+	1914-mh+-mhce-nf	FALSE	FALSE	test	1855-wta-aa 1914-mh+-mhce-nf	0	TRUE
hbs	1878-hbs-pp	hbs	1886-hbs-tsw	TRUE	FALSE	test	1878-hbs-pp 1886-hbs-tsw	1	FALSE
hj	1896-hj-tsop	fmc	1898-fmc-ari	FALSE	FALSE	test	1896-hj-tsop 1898-fmc-ari	0	FALSE
us	1906-us-tj	us	1908-us-tmc	TRUE	FALSE	test	1906-us-tj 1908-us-tmc	1	FALSE
mt	1872-mt-ri	mt	1909-mt-isd	TRUE	FALSE	test	1872-mt-ri 1909-mt-isd	1	TRUE
wta	1872-wta-lb	ew	1910-ew-tomag	FALSE	FALSE	test	1872-wta-lb 1910-ew-tomag	0	TRUE
haj	1906-haj-rotr-ph	rwc	1897-rwc-l	FALSE	FALSE	test	1906-haj-rotr-ph 1897-rwc-l	0	TRUE
ew	1910-ew-tomag	hj	1917-hj-tsotp	FALSE	FALSE	test	1910-ew-tomag 1917-hj-tsotp	0	TRUE
es	1913-es-tm	rwc	1918-rwc-tlg	FALSE	FALSE	test	1913-es-tm 1918-rwc-tlg	0	TRUE
hj	1911-hj-to	wta	1869-wta-dtr	FALSE	FALSE	test	1911-hj-to 1869-wta-dtr	0	TRUE
mh+	1914-mh+-mhce-nf	wta	1864-wta-tsb	FALSE	FALSE	test	1914-mh+-mhce-nf 1864-wta-tsb	0	TRUE
cfw	1895-cfw-mcac	cfw	1874-cfw-tac	TRUE	FALSE	test	1895-cfw-mcac 1874-cfw-tac	1	TRUE
cdw	1878-cdw-hikab	es	1913-es-tm	FALSE	FALSE	test	1878-cdw-hikab 1913-es-tm	0	TRUE
hj	1903-hj-ta	hj	1879-hj-h	TRUE	FALSE	test	1903-hj-ta 1879-hj-h	1	FALSE
cfw	1889-cfw-jl	cfw	1895-cfw-mcac	TRUE	FALSE	test	1889-cfw-jl 1895-cfw-mcac	1	TRUE
us	1908-us-tmc	us	1921-us-tbol	TRUE	FALSE	test	1908-us-tmc 1921-us-tbol	1	FALSE
es	1885-es-tpod	es	1913-es-tm	TRUE	FALSE	test	1885-es-tpod 1913-es-tm	1	TRUE
es	1888-es-ttatv	es	1885-es-tpod	TRUE	FALSE	test	1888-es-ttatv 1885-es-tpod	1	TRUE
hj	1911-hj-to	hj	1883-hj-rh	TRUE	FALSE	test	1911-hj-to 1883-hj-rh	1	FALSE
