year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1902	rwc	tmop	1902-rwc-tmop	1918	rwc	tmw	1918-rwc-tmw	TRUE	train	1902-rwc-tmop 1918-rwc-tmw	1	TRUE
1898	ga	tc	1898-ga-tc	1907	mt	cs	1907-mt-cs	FALSE	train	1898-ga-tc 1907-mt-cs	0	TRUE
1874	wdh	afc	1874-wdh-afc	1888	ga	wdmc	1888-ga-wdmc	FALSE	train	1874-wdh-afc 1888-ga-wdmc	0	TRUE
1898	ga	tc	1898-ga-tc	1908	wdh	rhao	1908-wdh-rhao	FALSE	train	1898-ga-tc 1908-wdh-rhao	0	TRUE
1866	amd	it	1866-amd-it	1881	sw	aloc	1881-sw-aloc	FALSE	train	1866-amd-it 1881-sw-aloc	0	TRUE
1873	amd	hn	1873-amd-hn	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1873-amd-hn 1912-amd-tcitlorh	1	TRUE
1851	tsa	tlasorl	1851-tsa-tlasorl	1876	mt	ototm	1876-mt-ototm	FALSE	train	1851-tsa-tlasorl 1876-mt-ototm	0	TRUE
1871	sw	thit	1871-sw-thit	1877	sw	d	1877-sw-d	TRUE	train	1871-sw-thit 1877-sw-d	1	TRUE
1851	tsa	ttw	1851-tsa-ttw	1867	wdh	vl	1867-wdh-vl	FALSE	train	1851-tsa-ttw 1867-wdh-vl	0	TRUE
1898	ga	tc	1898-ga-tc	1898	ga	tvr	1898-ga-tvr	TRUE	train	1898-ga-tc 1898-ga-tvr	1	TRUE
1881	wdh	ami	1881-wdh-ami	1894	wdh	atfa	1894-wdh-atfa	TRUE	train	1881-wdh-ami 1894-wdh-atfa	1	TRUE
1867	amd	sd	1867-amd-sd	1893	amd	itkc	1893-amd-itkc	TRUE	train	1867-amd-sd 1893-amd-itkc	1	TRUE
1871	sw	thit	1871-sw-thit	1916	ga	mb	1916-ga-mb	FALSE	train	1871-sw-thit 1916-ga-mb	0	TRUE
1868	amd	sa	1868-amd-sa	1870	amd	wfah	1870-amd-wfah	TRUE	train	1868-amd-sa 1870-amd-wfah	1	TRUE
1883	amd	fgh	1883-amd-fgh	1896	amd	algiony	1896-amd-algiony	TRUE	train	1883-amd-fgh 1896-amd-algiony	1	TRUE
1854	tsa	tniabr	1854-tsa-tniabr	1893	amd	itkc	1893-amd-itkc	FALSE	train	1854-tsa-tniabr 1893-amd-itkc	0	TRUE
1877	sw	d	1877-sw-d	1881	sw	aloc	1881-sw-aloc	TRUE	train	1877-sw-d 1881-sw-aloc	1	TRUE
1851	tsa	ttw	1851-tsa-ttw	1912	hm	tpoh	1912-hm-tpoh	FALSE	train	1851-tsa-ttw 1912-hm-tpoh	0	TRUE
1872	sw	t	1872-sw-t	1877	sw	pn	1877-sw-pn	TRUE	train	1872-sw-t 1877-sw-pn	1	TRUE
1870	mh	al	1870-mh-al	1906	rwc	tfc	1906-rwc-tfc	FALSE	train	1870-mh-al 1906-rwc-tfc	0	TRUE
1852	tsa	trowww	1852-tsa-trowww	1913	rwc	qa	1913-rwc-qa	FALSE	train	1852-tsa-trowww 1913-rwc-qa	0	TRUE
1884	lma	sws	1884-lma-sws	1884	sw	arw	1884-sw-arw	FALSE	train	1884-lma-sws 1884-sw-arw	0	TRUE
1886	amd	fohh	1886-amd-fohh	1890	amd	algiop	1890-amd-algiop	TRUE	train	1886-amd-fohh 1890-amd-algiop	1	TRUE
1860	wta	lbl	1860-wta-lbl	1887	lma	agfg	1887-lma-agfg	FALSE	train	1860-wta-lbl 1887-lma-agfg	0	TRUE
1865	wta	tyl	1865-wta-tyl	1880	amd	liagc	1880-amd-liagc	FALSE	train	1865-wta-tyl 1880-amd-liagc	0	TRUE
1860	tsa	tah	1860-tsa-tah	1902	rwc	tmop	1902-rwc-tmop	FALSE	train	1860-tsa-tah 1902-rwc-tmop	0	TRUE
1872	tsa	tyiamt	1872-tsa-tyiamt	1878	mh	dyb-nf	1878-mh-dyb-nf	FALSE	train	1872-tsa-tyiamt 1878-mh-dyb-nf	0	TRUE
1886	wdh	tmc	1886-wdh-tmc	1916	ew	x-sh	1916-ew-x-sh	FALSE	train	1886-wdh-tmc 1916-ew-x-sh	0	TRUE
1877	sw	d	1877-sw-d	1917	rwc	trs	1917-rwc-trs	FALSE	train	1877-sw-d 1917-rwc-trs	0	TRUE
1853	tsa	tirotith	1853-tsa-tirotith	1913	wdh	fst	1913-wdh-fst	FALSE	train	1853-tsa-tirotith 1913-wdh-fst	0	TRUE
1866	amd	it	1866-amd-it	1909	amd	hgt	1909-amd-hgt	TRUE	train	1866-amd-it 1909-amd-hgt	1	TRUE
1856	sw	hots	1856-sw-hots	1894	mt	tet	1894-mt-tet	FALSE	train	1856-sw-hots 1894-mt-tet	0	TRUE
1853	tsa	fpotwol	1853-tsa-fpotwol	1887	es	mim	1887-es-mim	FALSE	train	1853-tsa-fpotwol 1887-es-mim	0	TRUE
1880	sw	teoac	1880-sw-teoac	1907	rwc	tys	1907-rwc-tys	FALSE	train	1880-sw-teoac 1907-rwc-tys	0	TRUE
1896	wdh	tlatlh	1896-wdh-tlatlh	1901	amd	algino	1901-amd-algino	FALSE	train	1896-wdh-tlatlh 1901-amd-algino	0	TRUE
1881	wdh	dbp	1881-wdh-dbp	1913	wdh	fst	1913-wdh-fst	TRUE	train	1881-wdh-dbp 1913-wdh-fst	1	TRUE
1866	wta	haw	1866-wta-haw	1894	wta	its	1894-wta-its	TRUE	train	1866-wta-haw 1894-wta-its	1	TRUE
1894	mt	tsa	1894-mt-tsa	1904	amd	algic	1904-amd-algic	FALSE	train	1894-mt-tsa 1904-amd-algic	0	TRUE
1907	hm	tbm	1907-hm-tbm	1909	amd	hgt	1909-amd-hgt	FALSE	train	1907-hm-tbm 1909-amd-hgt	0	TRUE
1853	tsa	fpotwol	1853-tsa-fpotwol	1871	wdh	twj	1871-wdh-twj	FALSE	train	1853-tsa-fpotwol 1871-wdh-twj	0	TRUE
1886	amd	fohh	1886-amd-fohh	1897	amd	ha	1897-amd-ha	TRUE	train	1886-amd-fohh 1897-amd-ha	1	TRUE
1872	tsa	tyiamt	1872-tsa-tyiamt	1877	tsa	tsatu	1877-tsa-tsatu	TRUE	train	1872-tsa-tyiamt 1877-tsa-tsatu	1	TRUE
1870	amd	wfah	1870-amd-wfah	1874	wdh	afc	1874-wdh-afc	FALSE	train	1870-amd-wfah 1874-wdh-afc	0	TRUE
1903	wdh	qs	1903-wdh-qs	1906	amd	ael	1906-amd-ael	FALSE	train	1903-wdh-qs 1906-amd-ael	0	TRUE
1853	tsa	tirotith	1853-tsa-tirotith	1875	tsa	dowithoaf	1875-tsa-dowithoaf	TRUE	train	1853-tsa-tirotith 1875-tsa-dowithoaf	1	TRUE
1879	lma	ajsb	1879-lma-ajsb	1922	hm	tre-ia	1922-hm-tre-ia	FALSE	train	1879-lma-ajsb 1922-hm-tre-ia	0	TRUE
1881	wdh	ami	1881-wdh-ami	1895	cfw	tfyaois	1895-cfw-tfyaois	FALSE	train	1881-wdh-ami 1895-cfw-tfyaois	0	TRUE
1865	tsa	nbm	1865-tsa-nbm	1867	wta	saf	1867-wta-saf	FALSE	train	1865-tsa-nbm 1867-wta-saf	0	TRUE
1884	wdh	trpsl	1884-wdh-trpsl	1895	wdh	mlp	1895-wdh-mlp	TRUE	train	1884-wdh-trpsl 1895-wdh-mlp	1	TRUE
1854	mh	a	1854-mh-a	1915	rwc	tgp	1915-rwc-tgp	FALSE	train	1854-mh-a 1915-rwc-tgp	0	TRUE
1873	tsa	ca	1873-tsa-ca	1889	tsa	hbe	1889-tsa-hbe	TRUE	train	1873-tsa-ca 1889-tsa-hbe	1	TRUE
1875	mh	blat-nf	1875-mh-blat-nf	1903	amd	hbkh	1903-amd-hbkh	FALSE	train	1875-mh-blat-nf 1903-amd-hbkh	0	TRUE
1902	amd	algiod	1902-amd-algiod	1903	amd	hgs	1903-amd-hgs	TRUE	train	1902-amd-algiod 1903-amd-hgs	1	TRUE
1895	rwc	tkiy	1895-rwc-tkiy	1908	wdh	far	1908-wdh-far	FALSE	train	1895-rwc-tkiy 1908-wdh-far	0	TRUE
1866	sw	twwfe	1866-sw-twwfe	1908	amd	algios	1908-amd-algios	FALSE	train	1866-sw-twwfe 1908-amd-algios	0	TRUE
1902	rwc	tmaa	1902-rwc-tmaa	1913	rwc	qa	1913-rwc-qa	TRUE	train	1902-rwc-tmaa 1913-rwc-qa	1	TRUE
1880	cdw	mwotn	1880-cdw-mwotn	1903	hm	tgc	1903-hm-tgc	FALSE	train	1880-cdw-mwotn 1903-hm-tgc	0	TRUE
1856	sw	hots	1856-sw-hots	1899	cdw	tf	1899-cdw-tf	FALSE	train	1856-sw-hots 1899-cdw-tf	0	TRUE
1872	sw	t	1872-sw-t	1913	wdh	fst	1913-wdh-fst	FALSE	train	1872-sw-t 1913-wdh-fst	0	TRUE
1893	amd	itkc	1893-amd-itkc	1903	amd	hbkh	1903-amd-hbkh	TRUE	train	1893-amd-itkc 1903-amd-hbkh	1	TRUE
1877	amd	fhtm	1877-amd-fhtm	1893	amd	itkc	1893-amd-itkc	TRUE	train	1877-amd-fhtm 1893-amd-itkc	1	TRUE
1907	wdh	tteotn	1907-wdh-tteotn	1912	amd	tcitlorh	1912-amd-tcitlorh	FALSE	train	1907-wdh-tteotn 1912-amd-tcitlorh	0	TRUE
1868	sw	ditf	1868-sw-ditf	1913	amd	amc	1913-amd-amc	FALSE	train	1868-sw-ditf 1913-amd-amc	0	TRUE
1908	wdh	far	1908-wdh-far	1917	ew	s	1917-ew-s	FALSE	train	1908-wdh-far 1917-ew-s	0	TRUE
1887	wdh	ah	1887-wdh-ah	1889	wdh	ahonf-v1	1889-wdh-ahonf-v1	TRUE	train	1887-wdh-ah 1889-wdh-ahonf-v1	1	TRUE
1915	rwc	tgp	1915-rwc-tgp	1920	rwc	tlrf	1920-rwc-tlrf	TRUE	train	1915-rwc-tgp 1920-rwc-tlrf	1	TRUE
1890	wdh	abt	1890-wdh-abt	1908	wdh	far	1908-wdh-far	TRUE	train	1890-wdh-abt 1908-wdh-far	1	TRUE
1881	wdh	dbp	1881-wdh-dbp	1922	ga	sf	1922-ga-sf	FALSE	train	1881-wdh-dbp 1922-ga-sf	0	TRUE
1902	wdh	tfotpb	1902-wdh-tfotpb	1917	ga	tlp	1917-ga-tlp	FALSE	train	1902-wdh-tfotpb 1917-ga-tlp	0	TRUE
1881	wdh	ami	1881-wdh-ami	1881	wdh	dbp	1881-wdh-dbp	TRUE	train	1881-wdh-ami 1881-wdh-dbp	1	TRUE
1852	tsa	trowww	1852-tsa-trowww	1854	tsa	tniabr	1854-tsa-tniabr	TRUE	train	1852-tsa-trowww 1854-tsa-tniabr	1	TRUE
1861	sw	tcobh	1861-sw-tcobh	1915	wdh	tdots	1915-wdh-tdots	FALSE	train	1861-sw-tcobh 1915-wdh-tdots	0	TRUE
1908	amd	algios	1908-amd-algios	1909	es	dotr	1909-es-dotr	FALSE	train	1908-amd-algios 1909-es-dotr	0	TRUE
1905	hm	tpe	1905-hm-tpe	1906	amd	ael	1906-amd-ael	FALSE	train	1905-hm-tpe 1906-amd-ael	0	TRUE
1856	sw	hots	1856-sw-hots	1865	wta	tyl	1865-wta-tyl	FALSE	train	1856-sw-hots 1865-wta-tyl	0	TRUE
1852	sw	q-v2	1852-sw-q-v2	1864	sw	toh	1864-sw-toh	TRUE	train	1852-sw-q-v2 1864-sw-toh	1	TRUE
